Jour;Mois;Puissance moyenne journalière de l'injection RTE (W);Puissance moyenne journalière du refoulement RTE (W);Puissance moyenne journalière du soutirage net vers autres GRD (W);Puissance moyenne journalière des pertes modélisées (W);Puissance moyenne journalière de la consommation totale (W);Puissance moyenne journalière de la consommation totale HTA (W);Puissance moyenne journalière de la consommation télérelevée HTA (W);Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);Puissance moyenne journalière de la consommation profilée HTA (W);Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);Puissance moyenne journalière de la production totale (W);Puissance moyenne journalière de la production télérelevée totale (W);Puissance moyenne journalière de la production profilée totale (W);Puissance moyenne journalière de la production photovoltaïque totale (W);Puissance moyenne journalière de la production éolienne totale (W);Puissance moyenne journalière de la production cogénération totale (W);Puissance moyenne journalière de la production autres totale (W);Puissance moyenne journalière de la production photovoltaïque profilée (W);Puissance moyenne journalière de la production cogénération profilée (W);Puissance moyenne journalière de la production hydraulique profilée (W);Puissance moyenne journalière de la production autres profilée (W);Température moyenne journalière réalisée lissée (°C);Température moyenne journalière normale lissée (°C);Pseudo rayonnement
2019-12-19;12;41682352708.0;5546016583.0;346927238.0;3694576762.0;45146108399.0;13844014713.0;12371169438.0;38726715;144495;32019640;1472845275.0;5943348718.0;5623623618.0;19664230502.0;13051276274.0;12893759742.0;157516532.0;285267533.0;9524656514.0;1684556148.0;1556796079.0;136601746.0;842030.0;16055227.0;4017530.0;11.1;5.2;26
2019-12-21;12;38573089292.0;4544429563.0;337069504.0;3575868852.0;41803332750.0;9780195750.0;8825268285.0;32627454;104920;36310692;954927465.0;4909414387.0;5216699069.0;21827980478.0;11687611376.0;11469537513.0;218073864.0;497809805.0;7948500854.0;1668887724.0;1572412994.0;197023730.0;849648.0;16055109.0;4145377.0;10.2;5.1;41
2020-01-02;1;48637885688.0;1192454125.0;497905671.0;3767553207.0;50023259222.0;11821769552.0;10175160400.0;41290866;149446;44644564;1646609152.0;6694037459.0;5952114334.0;25469253003.0;6843286538.0;6634550515.0;208736023.0;431929859.0;3080526493.0;1792889378.0;1537940808.0;189471960.0;857178.0;15272630.0;3134255.0;5.3;4.8;44
2020-01-08;1;47246041000.0;1494138729.0;452003327.0;3697885659.0;49130286073.0;14485211820.0;12855113143.0;45224301;157601;40646702;1630098677.0;6344046193.0;5896637994.0;22318361461.0;7528272789.0;7304096329.0;224176460.0;548849049.0;3758184146.0;1795745006.0;1425494588.0;205801199.0;832017.0;15439966.0;2103278.0;7.9;4.8;49
2020-01-09;1;44588314438.0;4660508250.0;399663613.0;3903098672.0;47943884981.0;14311431782.0;12739623381.0;45149021;157504;38264302;1571808401.0;6335342355.0;5831648273.0;21381891745.0;12318841079.0;12083976390.0;234864689.0;598536011.0;8511968649.0;1784399416.0;1423937003.0;216474744.0;841278.0;15435586.0;2113082.0;8.8;4.8;42
2020-01-10;1;47112005792.0;2265562583.0;452724922.0;3744645342.0;48809506915.0;14022929092.0;12488419870.0;44706324;181522;40175752;1534509222.0;6234417173.0;6025228366.0;22441868685.0;8160433970.0;7958400046.0;202033924.0;412462851.0;4490248000.0;1813919987.0;1443803132.0;184832890.0;841276.0;15432366.0;927391.0;8.3;4.8;34
2020-01-15;1;46364019021.0;4869089542.0;424407453.0;4051315896.0;49136559899.0;14588015534.0;12976419321.0;45759859;171805;42061706;1611596213.0;6280558258.0;5804193360.0;22375799376.0;12117353770.0;11901184492.0;216169278.0;441590996.0;8548510847.0;1793500862.0;1333751065.0;199231528.0;842439.0;15167648.0;927663.0;8.7;5.0;45
2020-01-27;1;48780810333.0;4450349729.0;433192440.0;4250882927.0;51275447955.0;14299797354.0;12626063713.0;46978096;216989;46472296;1673733641.0;6732393693.0;5986482117.0;24163107410.0;11629062719.0;11474942972.0;154119747.0;294844383.0;8254194836.0;1765504041.0;1314519459.0;135803138.0;870544.0;15579488.0;1866577.0;6.7;5.5;21
2020-02-17;2;41902961458.0;4578210917.0;364790585.0;3631649358.0;45260419750.0;13672837933.0;12154177356.0;44658231;178093;39948078;1518660577.0;5890519370.0;5232159189.0;20380118855.0;11932109151.0;11592004127.0;340105024.0;536621129.0;8231983611.0;1756126571.0;1407377840.0;321843221.0;844668.0;15552094.0;1865041.0;10.1;6.7;36
2020-03-03;3;49908311271.0;1190572542.0;469042374.0;3873716963.0;51127292418.0;14601770002.0;13055715869.0;50203226;225832;51622529;1546054133.0;6384934141.0;6097063186.0;23941473503.0;6752313026.0;6396489250.0;355823776.0;686337932.0;2996083375.0;1644364077.0;1425527642.0;337814898.0;884765.0;16052542.0;1071572.0;7.1;7.6;45
2020-03-28;3;32575613896.0;2922883333.0;288801379.0;2792252083.0;35804388710.0;8250424898.0;7391614429.0;31968781;103692;45168916;858810469.0;3597210174.0;3721371781.0;20158140467.0;9232711610.0;8450166253.0;782545356.0;1791981798.0;4476144764.0;1561816917.0;1402768130.0;764129209.0;927841.0;16369206.0;1119101.0;9.2;9.9;77
2020-04-22;4;30096636917.0;1677321354.0;263515831.0;2062919949.0;31408618605.0;11035729841.0;9894338375.0;46361277;80672;28270719;1141391466.0;3631800524.0;3214007448.0;13452368125.0;5315738823.0;4587249846.0;728488976.0;1206540534.0;2749136924.0;2914161.0;1357147203.0;715634839.0;28599.0;11501468.0;1324070.0;15.4;13.0;43
2020-04-25;4;25872379771.0;1123541167.0;222263300.0;1906401249.0;27201331647.0;8134028304.0;7415535661.0;40173291;67915;28019174;718492643.0;2886026115.0;2984713231.0;13128303616.0;4581157592.0;3773268562.0;807889030.0;1792660495.0;1395958535.0;2853989.0;1389684573.0;795059076.0;28599.0;11489938.0;1311417.0;16.1;13.4;57
2020-05-06;5;29157474521.0;1534927167.0;249561583.0;2018447787.0;30814464540.0;11476278618.0;10295540121.0;37222433;66426;27924948;1180738497.0;3633118059.0;3174329546.0;12465524511.0;5459926556.0;4533549634.0;926376922.0;2144433317.0;1769368174.0;967544.0;1545157521.0;912182539.0;17475.0;12792349.0;1384560.0;16.1;14.8;74
2020-05-12;5;31961307313.0;2013106188.0;247173587.0;2233465049.0;33852090107.0;11858238840.0;10641850458.0;38980623;290925;29980963;1216388382.0;4115938581.0;3743617738.0;14065042436.0;6384527619.0;5669087634.0;715439985.0;1447848023.0;3459748340.0;321303.0;1476609953.0;701332072.0;21358.0;12704929.0;1381626.0;13.2;15.5;41
2020-05-19;5;29039397667.0;1874906708.0;232009651.0;2049799234.0;30992302966.0;11844017630.0;10664488543.0;43707132;238419;25647756;1179529087.0;4004985277.0;3380177325.0;11693529428.0;6109620894.0;5064148975.0;1045471919.0;2307616219.0;2321824424.0;199675.0;1479980576.0;1031042776.0;18488.0;13022250.0;1388405.0;16.9;16.4;93
2020-05-29;5;27707796250.0;2806162542.0;205788143.0;2062439080.0;30307734419.0;11776539056.0;10659567616.0;55408498;222416;24844696;1116971440.0;3989444013.0;3386591564.0;11074684178.0;7674327935.0;6624208060.0;1050119875.0;2253134107.0;4095292285.0;399260.0;1325502283.0;1036283868.0;15573.0;12437240.0;1383194.0;19.6;17.4;94
2020-06-04;6;29824229813.0;1403063458.0;238013260.0;2042299480.0;31244830603.0;12472202422.0;11199300624.0;53205346;275151;24614977;1272901798.0;4171888974.0;3512815306.0;11009828427.0;5103976990.0;4628804324.0;475172666.0;1094720932.0;2683984222.0;1457442.0;1323814394.0;462173858.0;17991.0;11771403.0;1209414.0;18.1;18.1;18
2020-06-14;6;24245712521.0;1627475729.0;195435600.0;1851508569.0;25964177052.0;7782883385.0;7160117189.0;39842091;189423;28571696;622766196.0;2971339800.0;2914712740.0;12226637918.0;5392884429.0;4607906076.0;784978354.0;1862715110.0;2090518684.0;139046.0;1439511590.0;772794105.0;26136.0;10945568.0;1212544.0;16.9;19.1;49
2020-06-22;6;30132028167.0;1081757021.0;250153046.0;2041781635.0;31504882179.0;12277178469.0;11161869157.0;58596306;276032;26123609;1115309312.0;4506716420.0;3459637098.0;11176354245.0;4746545714.0;3673730995.0;1072814719.0;2294462990.0;1188340215.0;144848.0;1263597661.0;1062051703.0;29570.0;9471784.0;1261662.0;19.2;19.8;84
2020-07-09;7;32423167750.0;1277841688.0;252572643.0;2036605387.0;34392814718.0;14317730240.0;12748049386.0;90518685;282425;26673931;1569680854.0;4901666924.0;3872412938.0;11183529575.0;5536666687.0;4541344870.0;995321816.0;2222280112.0;2175416866.0;2328273.0;1136641435.0;987165129.0;33718.0;6085742.0;2037228.0;21.9;21.1;85
2020-07-19;7;26197266271.0;772582938.0;228523941.0;1735994740.0;27627096851.0;8847684696.0;8087491071.0;77825340;211557;28680907;760193625.0;3613737249.0;3218824881.0;11840132221.0;4166932199.0;3142557440.0;1024374759.0;2287857436.0;838909868.0;470867.0;1039694028.0;1017670327.0;42388.0;5500411.0;1161633.0;21.9;21.6;90
2020-07-26;7;25547314646.0;1864771479.0;209131777.0;1791594301.0;27487397427.0;8703825240.0;7966836422.0;76835385;219806;29284588;736988818.0;3590888428.0;3213259260.0;11873084719.0;5805580339.0;4925669473.0;879910866.0;1918841265.0;2877671583.0;523819.0;1008543672.0;873611912.0;46180.0;5097108.0;1155666.0;22.0;21.7;56
2020-08-12;8;31684385479.0;987296313.0;270724913.0;1903820179.0;32381711050.0;12035455747.0;10652257415.0;82592035;279573;30192194;1383198332.0;4825551552.0;3833169438.0;11574470511.0;3859166975.0;3277339529.0;581827446.0;1349084596.0;1610678496.0;599954.0;898803929.0;577636526.0;26698.0;2927163.0;1237059.0;26.2;21.2;38
2020-08-16;8;25383606396.0;896658438.0;216256853.0;1656068800.0;26255220634.0;8080344068.0;7305570754.0;58166974;214328;30147942;774773314.0;3450966136.0;3088908061.0;11546473126.0;3640598329.0;3023362339.0;617235990.0;1470890425.0;1229340746.0;678299.0;939688859.0;613044080.0;34278.0;2917489.0;1240143.0;22.7;21.0;40
2020-08-19;8;29725156063.0;1410342542.0;253079723.0;1879443811.0;31425576147.0;12198465162.0;10828355399.0;71347588;272108;29998334;1370109763.0;4611194003.0;3615313848.0;10898985103.0;5243286161.0;4584408642.0;658877519.0;1710835205.0;2583529565.0;2580359.0;946341032.0;654737434.0;23998.0;2874317.0;1241769.0;22.4;20.7;55
2020-08-27;8;31409599938.0;1651389667.0;251701527.0;1976550583.0;32956729029.0;13411435287.0;11988056931.0;71233588;291605;30017374;1423378356.0;4666189096.0;3771320795.0;11006241285.0;5426770869.0;4683749767.0;743021102.0;1798682380.0;2709406864.0;1972317.0;916709308.0;738428240.0;27095.0;2830949.0;1734819.0;21.2;20.0;64
2020-08-31;8;30467579729.0;1078970938.0;262395426.0;1867956675.0;31538255870.0;12373471078.0;11095260769.0;57082176;289050;31244512;1278210309.0;4506632992.0;3454660302.0;11114875759.0;4279999180.0;3598708196.0;681290984.0;1657309068.0;1614954797.0;1152341.0;1006582974.0;677282829.0;29417.0;2741165.0;1237573.0;17.3;19.5;58
2020-09-06;9;25902037958.0;934038208.0;227767482.0;1692822076.0;26796671703.0;8307775673.0;7647760738.0;50577844;261188;34216084;660014935.0;3311218225.0;3122758569.0;11969864121.0;3749261511.0;3114366336.0;634895175.0;1506188294.0;1296712623.0;1176967.0;945183627.0;630227217.0;29251.0;3407441.0;1231265.0;18.5;18.8;52
2020-09-07;9;30926560854.0;964234833.0;263875191.0;1887528936.0;32000427878.0;12664330282.0;11427534132.0;60793508;411541;31016017;1236796150.0;4660197423.0;3603452352.0;10980226755.0;4189505985.0;3356804273.0;832701712.0;1873004702.0;1384788713.0;1323865.0;930388705.0;828180796.0;39254.0;3246696.0;1234967.0;18.1;18.7;78
2020-09-10;9;32792093229.0;599992146.0;271906871.0;1937321535.0;33370686540.0;13875078337.0;12482926379.0;63141089;436928;30296285;1392151958.0;4828728271.0;3890869159.0;10682136470.0;3387813863.0;2725595779.0;662218084.0;1404844636.0;1069368797.0;2125056.0;911475374.0;657701984.0;39681.0;3240239.0;1236180.0;20.1;18.3;56
2020-09-16;9;33345850625.0;936534625.0;269884436.0;2008004537.0;34212454813.0;14258671938.0;12804105205.0;62709701;388397;33245179;1454566733.0;4785909602.0;3963869086.0;11107660910.0;4081027786.0;3346541845.0;734485941.0;1668551160.0;1562495817.0;611142.0;849369667.0;730053883.0;16767.0;3140396.0;1274896.0;23.0;17.5;82
2020-09-20;9;26520195083.0;634271563.0;235911575.0;1685444367.0;26968274367.0;8597302663.0;7918003543.0;44108261;253762;34966718;679299120.0;3223219925.0;3178969413.0;11889453626.0;3003706790.0;2500699117.0;503007672.0;1092991851.0;1082829019.0;733233.0;827152686.0;497039019.0;15990.0;3151347.0;2801316.0;21.3;17.0;40
2020-09-26;9;28415660563.0;6237369896.0;203110467.0;2314163933.0;30488734390.0;9382510982.0;8529773824.0;44593684;349328;41801726;852737158.0;3836131139.0;3656142029.0;13527205502.0;10827718124.0;10370760188.0;456957936.0;990310546.0;8784303790.0;1090251.0;1052013537.0;451065410.0;12792.0;3098418.0;2781316.0;13.8;16.2;44
2020-10-11;10;31653890854.0;1612187708.0;291572331.0;2159911963.0;32953367805.0;8489175043.0;7769903078.0;38676641;251044;54872519;719271965.0;3506003681.0;3767059740.0;17097329136.0;5363148953.0;4936339229.0;426809724.0;1020147422.0;3105846262.0;5499054.0;1231656215.0;415987930.0;17957.0;7386571.0;3417266.0;12.4;14.2;47
2020-10-19;10;40079281979.0;1844615729.0;350121544.0;2528866785.0;41511046663.0;13107493229.0;11739107801.0;51628468;521705;60550586;1368385428.0;5382592678.0;4675338870.0;18232921126.0;6155368742.0;5587699438.0;567669304.0;1234796007.0;3755086259.0;21293078.0;1144193398.0;554767306.0;22085.0;9301889.0;3578025.0;10.6;13.1;51
2020-10-24;10;30835572813.0;5223773938.0;222120526.0;2457755546.0;33180198468.0;9573222649.0;8740210006.0;41702955;293489;53790669;833012643.0;3841525743.0;4073161453.0;15596501510.0;10248275665.0;9903135959.0;345139706.0;926201327.0;7895819770.0;4529430.0;1421725138.0;332317152.0;22221.0;9283352.0;3516981.0;14.3;12.4;52
2020-10-25;10;31093763940.0;3949239360.0;251205548.0;2322851944.0;32854834120.0;8487760572.0;7754677064.0;38536576;224504;59139398;733083508.0;3359750912.0;3798266545.0;17111155615.0;8284367033.0;8034886651.0;249480381.0;499333077.0;6409556819.0;2222950.0;1373254186.0;236676629.0;22237.0;9265670.0;3515845.0;13.4;12.2;27
2020-10-31;10;31751279167.0;3219445979.0;253640686.0;2371602204.0;34142403623.0;9453330737.0;8602810697.0;38727474;261573;63351858;850520040.0;3823952994.0;3786130485.0;16976648501.0;8235813326.0;7774350747.0;461462579.0;1089563122.0;5153199415.0;483699629.0;1509351160.0;447344069.0;204393.0;10377933.0;3536184.0;13.3;11.3;57
2020-11-14;11;31089642938.0;3856388979.0;257384611.0;2761738539.0;34199463331.0;9426528698.0;8583215482.0;38031612;341788;69161338;843313216.0;3879355939.0;3837374591.0;16948669366.0;9985332523.0;9632541282.0;352791241.0;846617346.0;6366615299.0;1458396848.0;1313703030.0;339749219.0;717661.0;8351840.0;3972521.0;12.7;9.2;58
2020-12-05;12;47455134229.0;1915917333.0;432367334.0;4143577765.0;48891061409.0;10478917389.0;9430415705.0;47681757;616073;125998223;1048501684.0;4925330392.0;5503872385.0;27808645191.0;7927789612.0;7741206004.0;186583608.0;381113976.0;4550811070.0;1678460934.0;1317403632.0;171099276.0;856260.0;12679783.0;1948290.0;5.1;6.4;42
2020-12-10;12;53418209583.0;1513489083.0;509781914.0;4332181178.0;54460980554.0;14674026592.0;13043353411.0;59606247;850305;122902192;1630673181.0;6418520425.0;6279822417.0;26905252376.0;7398223146.0;7221654221.0;176568926.0;321770900.0;4011314811.0;1726408117.0;1338729319.0;160809731.0;850722.0;12765194.0;2143279.0;4.6;5.9;40
2020-12-14;12;46116526708.0;3163744229.0;409834463.0;3859932757.0;48505893336.0;13431681041.0;12005560369.0;53941538;745040;104883347;1426120672.0;5758537727.0;5605924615.0;23550180028.0;9822878078.0;9672653162.0;150224915.0;324534168.0;6263792274.0;1669446149.0;1565105486.0;134906798.0;879645.0;12262390.0;2176083.0;8.0;5.6;31
2020-12-21;12;42489365896.0;5154363333.0;344509906.0;3784907792.0;45679236944.0;12270012825.0;10949747926.0;51836973;666306;99004437;1320264899.0;5433645973.0;5270610326.0;22553460103.0;12473652080.0;12364542428.0;109109651.0;255933908.0;8833546503.0;1679257724.0;1704913944.0;94351730.0;902387.0;11494897.0;2360638.0;9.3;5.1;28
2020-12-22;12;39792180021.0;4789934833.0;326920126.0;3442470317.0;42794264870.0;12318748433.0;10977477399.0;51413065;600012;86873879;1341271034.0;5304077561.0;5065775256.0;19966776664.0;11561410126.0;11349059982.0;212350144.0;515429654.0;7664134403.0;1657589065.0;1724257004.0;197572415.0;906903.0;11494897.0;2375929.0;10.7;5.1;36
2020-12-26;12;46052511333.0;2632169604.0;444617591.0;4106780638.0;47784210133.0;8879625068.0;7931671628.0;46175893;644666;129223069;947953440.0;5040931767.0;5308841535.0;28378768133.0;8915266634.0;8667942854.0;247323780.0;612923885.0;5059375710.0;1653816977.0;1589150062.0;231647920.0;923268.0;11490449.0;3262144.0;5.6;4.9;54
2020-12-27;12;45086198604.0;5890239104.0;397460371.0;4434964049.0;47283119109.0;8441837608.0;7584686074.0;44504207;611941;132928577;857151534.0;4433898395.0;5038585452.0;29190752928.0;12919584029.0;12825229553.0;94354476.0;213979833.0;9409909078.0;1626421273.0;1669273845.0;78676180.0;926016.0;11491264.0;3261016.0;5.3;4.9;18
2020-12-29;12;49258188792.0;1570356646.0;467725125.0;3909823707.0;50573049740.0;10919359516.0;9418349858.0;51107575;750320;127386731;1501009658.0;6076877686.0;5708828148.0;27688739765.0;7262766427.0;7070377340.0;192389087.0;427523915.0;3677709033.0;1658535342.0;1498998137.0;178616605.0;907500.0;10483417.0;2381565.0;5.2;4.8;44
2021-01-11;1;61449028563.0;1472084063.0;581096841.0;5185661909.0;61549032936.0;14389476326.0;14004738248.0;2926575010;1089268;160809548;384738078.0;4183498902.0;6834329820.0;33053254062.0;7338847186.0;7153155350.0;185691836.0;702832894.0;3456420816.0;1799725568.0;1379867908.0;177539461.0;261366.0;5740583.0;2150426.0;1.2;4.9;59
2021-01-13;1;53368291729.0;2480190979.0;493961740.0;4473106521.0;54710681668.0;14486136165.0;14123759547.0;2627112879;972988;133532038;362376618.0;3842099911.0;6236572973.0;27384254713.0;8789649180.0;8683992835.0;105656345.0;428345256.0;5128071416.0;1748369103.0;1484863405.0;97474553.0;289736.0;5741066.0;2150991.0;4.9;4.9;47
2021-01-14;1;50342112354.0;3698712500.0;466662492.0;4395726167.0;52854881200.0;14410205560.0;14049919568.0;2605327142;1054959;122216224;360285992.0;3792010585.0;6118730398.0;25805336331.0;11073870005.0;10955650669.0;118219336.0;462006987.0;7281198562.0;1729436355.0;1601228101.0;110030981.0;290903.0;5747799.0;2149654.0;6.1;4.9;48
2021-01-21;1;47653269625.0;6007252333.0;385217705.0;4387224217.0;50579235667.0;14179381716.0;13831961377.0;2483266319;966223;116371603;347420339.0;3626032802.0;5789511464.0;24383705540.0;13705660298.0;13603215979.0;102444319.0;313194424.0;9949752563.0;1730574115.0;1712139196.0;92280057.0;265040.0;5782420.0;4116802.0;7.6;5.2;21
2021-01-24;1;47639547750.0;2121419458.0;453513040.0;4251818118.0;49513642887.0;9809231868.0;9509498833.0;2021943759;812637;145162322;299733035.0;2877876956.0;5254561484.0;29404053862.0;8700845754.0;8486284645.0;214561109.0;706880575.0;4675249379.0;1759142314.0;1559573486.0;206418096.0;252930.0;5765016.0;2125067.0;5.1;5.3;45
2021-02-22;2;40714011063.0;2373664313.0;374671246.0;3229123742.0;42780162176.0;12898736312.0;12595923699.0;2138800955;762337;98284542;302812613.0;3005705455.0;4780117710.0;19857754866.0;8043610414.0;7891327881.0;152282533.0;402152022.0;4316183302.0;1682946700.0;1642328390.0;143555080.0;226043.0;6197535.0;2303875.0;11.4;7.0;17
2021-03-18;3;46664278583.0;1120250000.0;433669973.0;3664520079.0;48610283455.0;14016073312.0;13690859684.0;2468998280;985699;123560413;325213628.0;3445178435.0;5441575675.0;23113911641.0;7164444924.0;6811353193.0;353091731.0;1160390865.0;2861845292.0;1617505441.0;1524703326.0;345155951.0;274044.0;5451522.0;2210214.0;7.4;8.8;39
2021-03-29;3;35867736729.0;1462889396.0;320480638.0;2794921507.0;38642107926.0;12720213099.0;12441436223.0;2081904243;1756799;85054046;278776876.0;2744989041.0;4280765847.0;16727424852.0;7352662738.0;6609085312.0;743577426.0;2309419246.0;2085933799.0;1517451282.0;1439858411.0;735529035.0;66783.0;5865127.0;2116481.0;11.7;10.0;97
2021-04-02;4;31615466688.0;4560767771.0;208789875.0;2262428954.0;35094887554.0;12448148158.0;12175196382.0;1905701453;1673508;69708067;272951776.0;2565841771.0;4040502379.0;14063312218.0;10511407468.0;9827972660.0;683434808.0;2125775440.0;6798908014.0;17219520.0;1569504494.0;677359952.0;65922.0;3914667.0;2094267.0;14.2;10.4;87
2021-04-12;4;43301718354.0;1087003438.0;399719687.0;2681890985.0;44487128472.0;12871387148.0;12553772518.0;2188589030;1636729;114569929;317614630.0;3029692963.0;4679596091.0;21601656581.0;5354024228.0;4692730766.0;661293463.0;2101394304.0;1886194653.0;31363399.0;1335071873.0;655167737.0;20844.0;4110440.0;1994441.0;8.2;11.7;61
2021-04-13;4;43313762479.0;1159121646.0;385423011.0;2715924289.0;44916593967.0;13480103826.0;13152839422.0;2212181630;1595981;113598616;327264404.0;3158877732.0;4802443940.0;21147792242.0;5863300434.0;5085585013.0;777715420.0;2403189893.0;2140070136.0;43109076.0;1276931328.0;771576801.0;19000.0;4110460.0;2009160.0;8.0;11.8;71
2021-04-28;4;35379973625.0;787138229.0;294159769.0;2105387364.0;36251283600.0;12934561526.0;12646202587.0;1914830268;1241335;78509362;288358939.0;2631426149.0;3903003312.0;14787711649.0;4057995338.0;3620691972.0;437303366.0;1219477417.0;1495229583.0;31477140.0;1311811198.0;431209506.0;39363.0;4065419.0;1989078.0;13.0;13.8;33
2021-05-16;5;27968751021.0;3653646833.0;203007308.0;2127026461.0;30544852518.0;8318509297.0;8093954378.0;1352649100;1003373;83817680;224554919.0;2042976608.0;3218647495.0;15527248965.0;8559782100.0;8099461047.0;460321053.0;1283232040.0;5560331549.0;6363508.0;1709855003.0;451865568.0;43307.0;6296809.0;2115370.0;13.0;16.0;24
2021-06-18;6;31458707146.0;2475971125.0;215016681.0;2059232533.0;33642548739.0;13700562539.0;13430240031.0;2121464225;1914608;59880346;270322508.0;2769979101.0;3909910674.0;11078837246.0;6934061933.0;6287459993.0;646601940.0;2161904255.0;3414795681.0;10700907.0;1346661090.0;639014383.0;22164.0;6056483.0;1508910.0;22.8;19.4;39
2021-06-21;6;30720532667.0;1390138646.0;231184247.0;1930001011.0;32416276714.0;13032387803.0;12766196494.0;2035512725;1853888;60053618;266191309.0;2664777853.0;3544294838.0;11077395988.0;5247067952.0;4612344361.0;634723591.0;2070993973.0;1838375146.0;7755659.0;1329943174.0;627691299.0;27951.0;5493009.0;1511332.0;20.7;19.7;42
2021-06-23;6;31503378000.0;1045465875.0;234953319.0;1947453428.0;33145298849.0;13502670075.0;13221841424.0;2009878522;1822326;63608737;280828651.0;2739254455.0;3647149434.0;11180915301.0;4869793471.0;4362011202.0;507782269.0;1618750668.0;1892417910.0;6646102.0;1351978791.0;500732942.0;26950.0;5500242.0;1522135.0;18.4;19.9;29
2021-07-03;7;27470559167.0;954690917.0;210452825.0;1796713905.0;28887384782.0;10093183100.0;9850299663.0;1650530555;1921699;64725636;242883437.0;2407373944.0;3396613895.0;11273035952.0;4378683263.0;3885520632.0;493162631.0;1631874132.0;1359494680.0;9120737.0;1378193714.0;484874425.0;35820.0;6354654.0;1897732.0;20.0;20.7;25
2021-07-08;7;31641763354.0;1022925583.0;249958648.0;1835404498.0;33211923671.0;13617826816.0;13331156298.0;2017423365;1953835;60936640;286670518.0;2839772149.0;3699988525.0;10974022342.0;4678449048.0;4082098506.0;596350542.0;2005156893.0;1260298285.0;9429613.0;1403564257.0;589205038.0;31238.0;5220718.0;1893548.0;19.0;21.0;43
2021-07-12;7;31094785250.0;1203734146.0;232960858.0;1841460179.0;32448394870.0;12921279050.0;12631389743.0;1989749792;1894056;61912026;289889307.0;2686635930.0;3545895460.0;11241028556.0;4631764803.0;4221732971.0;410031832.0;1294085836.0;2005733278.0;10793094.0;1321152595.0;403347401.0;34871.0;4765055.0;1884505.0;19.1;21.3;21
2021-07-21;7;32574458479.0;1048883188.0;233890496.0;1915960936.0;34710279188.0;14232379804.0;13942055918.0;2204639780;2093324;64274838;290323886.0;2840531991.0;4013895802.0;11352463649.0;5334555328.0;4506693932.0;827861396.0;2553542966.0;1467926542.0;8231138.0;1304854682.0;820799994.0;24784.0;4462030.0;2574588.0;23.7;21.6;86
2021-07-31;7;26330873667.0;1757180292.0;205419806.0;1825244707.0;28076831545.0;9366525910.0;9126329680.0;1664967778;2121685;65426106;240196230.0;2367262849.0;3408105308.0;11202421909.0;5533802683.0;5058041072.0;475761611.0;1442023013.0;2858600917.0;8525860.0;1224652893.0;469192436.0;31145.0;4377089.0;2160942.0;19.6;21.7;36
2021-08-03;8;29646904583.0;728780146.0;238532483.0;1811984760.0;30526898878.0;11425503559.0;11124715380.0;1892390449;2092877;61539401;300788179.0;2695215402.0;3553906071.0;10896251120.0;3659291684.0;3229732113.0;429559571.0;1442840136.0;1042075264.0;8525674.0;1165850610.0;421559120.0;19723.0;4423836.0;3556892.0;18.4;21.6;23
2021-08-09;8;26650693313.0;1843809333.0;201727609.0;1781569520.0;28983480087.0;10409551503.0;10121146328.0;1775312938;2226734;62519832;288405175.0;2555465198.0;3290036932.0;10888366949.0;6159893237.0;5476028893.0;683864344.0;2272370136.0;2667326653.0;8001289.0;1212195159.0;675992466.0;22921.0;4298314.0;3550643.0;18.8;21.4;58
2021-08-10;8;28320587375.0;773952021.0;225571796.0;1798664350.0;29944389943.0;11045864588.0;10750835142.0;1861831895;2290691;61963630;295029446.0;2677085125.0;3504075141.0;10791278872.0;4421990736.0;3690497990.0;731492745.0;2440808768.0;792548111.0;10449676.0;1178184180.0;723620544.0;22919.0;4275799.0;3573484.0;19.8;21.3;68
2021-08-15;8;25457484063.0;1747887313.0;195826788.0;1842203051.0;27175824690.0;8696886238.0;8445796954.0;1602022891;2429066;67868270;251089284.0;2061766869.0;3136485384.0;11608365971.0;5504257779.0;4878454553.0;625803226.0;1944216025.0;2467545000.0;7344170.0;1085152584.0;619417405.0;22927.0;4236524.0;2126370.0;23.3;21.0;60
2021-08-29;8;24596659563.0;1924423625.0;198566646.0;1821824404.0;26860485297.0;8648193328.0;8414552136.0;1469021080;2708565;71311387;233641192.0;2014369266.0;3059010166.0;11595871505.0;6208640409.0;5568464391.0;640176019.0;2208480821.0;2953685194.0;8980316.0;1037494079.0;632801702.0;28788.0;4047096.0;3298432.0;18.3;19.7;59
2021-08-30;8;29867112396.0;1803871854.0;227598828.0;1854228073.0;32301830524.0;12644640552.0;12370643861.0;2000360853;2766911;67474485;273996691.0;2640165404.0;3593447562.0;11352974756.0;6320416884.0;5750330807.0;570086077.0;2080193699.0;3190626906.0;13385113.0;1036211166.0;562840705.0;31252.0;3915687.0;3298432.0;18.3;19.6;51
