Jour;Mois;Puissance moyenne journalière de l'injection RTE (W);Puissance moyenne journalière du refoulement RTE (W);Puissance moyenne journalière du soutirage net vers autres GRD (W);Puissance moyenne journalière des pertes modélisées (W);Puissance moyenne journalière de la consommation totale (W);Puissance moyenne journalière de la consommation totale HTA (W);Puissance moyenne journalière de la consommation télérelevée HTA (W);Puissance moyenne journalière de la consommation télérelevée BT SUP 36 (W);Puissance moyenne journalière de la consommation télérelevée BT INF 36 Professionelle (W);Puissance moyenne journalière de la consommation télérelevée BT INF 36 Résidentielle (W);Puissance moyenne journalière de la consommation profilée HTA (W);Puissance moyenne journalière de la consommation profilée BT SUP 36 (W);Puissance moyenne journalière de la consommation profilée BT INF 36 Professionnelle (W);Puissance moyenne journalière de la consommation profilée BT INF 36 Résidentielle (W);Puissance moyenne journalière de la production totale (W);Puissance moyenne journalière de la production télérelevée totale (W);Puissance moyenne journalière de la production profilée totale (W);Puissance moyenne journalière de la production photovoltaïque totale (W);Puissance moyenne journalière de la production éolienne totale (W);Puissance moyenne journalière de la production cogénération totale (W);Puissance moyenne journalière de la production autres totale (W);Puissance moyenne journalière de la production photovoltaïque profilée (W);Puissance moyenne journalière de la production cogénération profilée (W);Puissance moyenne journalière de la production hydraulique profilée (W);Puissance moyenne journalière de la production autres profilée (W);Température moyenne journalière réalisée lissée (°C);Température moyenne journalière normale lissée (°C);Pseudo rayonnement
2024-03-11;3;40842819313.0;2215288854.0;349841039.0;3228836921.0;43519562040.0;12776643126.0;12772666026.0;5612177412;4829678;357096404;3977100.0;14449462.0;4891072155.0;19863293804.0;8470709541.0;8234000756.0;236708785.0;1783488834.0;3961188915.0;1281592545.0;1444439247.0;233160053.0;214463.0;1628608.0;1705661.0;8.5;8.2;39
2024-03-15;3;32638409875.0;6281458958.0;211391567.0;2626584374.0;37638257987.0;12380852860.0;12377137563.0;4956480889;4337321;266987183;3715297.0;13335642.0;4466613843.0;15549650250.0;14119283011.0;13815759596.0;303523415.0;2371260567.0;8911679112.0;1234247305.0;1602096027.0;299878889.0;184782.0;1703700.0;1756045.0;12.0;8.6;43
2024-03-23;3;28288675042.0;6068276979.0;196603171.0;2479555503.0;33027280181.0;9244497302.0;9241362499.0;4073724072;3503408;277007580;3134803.0;11594514.0;3881843644.0;15535109662.0;13483040792.0;13055158975.0;427881817.0;2686001532.0;7969000581.0;1183024412.0;1645014267.0;424257281.0;181012.0;1662821.0;1780703.0;12.0;9.3;57
2024-03-26;3;38501815000.0;2914628042.0;315769666.0;2917012868.0;40838796104.0;13054511433.0;13050440855.0;5359332860;4463545;302795840;4070578.0;14432343.0;4691619651.0;17411640432.0;8484391679.0;8352727016.0;131664663.0;979726947.0;4706880416.0;1215645090.0;1582139226.0;128025924.0;158840.0;1723668.0;1756231.0;9.8;9.7;11
2024-04-09;4;31839528854.0;5747914938.0;202699688.0;2221523344.0;35859730197.0;12776391207.0;12773213374.0;4846981825;3670290;227894733;3177833.0;11158072.0;4179081933.0;13814552135.0;12192339311.0;11798465820.0;393873492.0;2261544061.0;8349742854.0;25725918.0;1555326479.0;390469736.0;36229.0;1889881.0;1477646.0;13.6;11.3;43
2024-04-15;4;28639779604.0;5160814729.0;184336558.0;1945765024.0;32341064520.0;11918358332.0;11914772160.0;4437466275;3157067;200275763;3586172.0;10029603.0;3660334909.0;12111442571.0;10992201226.0;10626672379.0;365528847.0;2091840936.0;7332205496.0;22047788.0;1546107006.0;362191971.0;37413.0;1841051.0;1458413.0;15.0;12.1;42
2024-04-21;4;30419085938.0;4114848333.0;234446363.0;2465271642.0;33839986391.0;8551348229.0;8548175349.0;3788340271;3169050;310724476;3172880.0;9508685.0;3623210674.0;17553685005.0;10235466792.0;9729872598.0;505594194.0;3143857060.0;5610197331.0;8638988.0;1472773413.0;502301371.0;44609.0;1742152.0;1506063.0;9.3;12.9;71
2024-04-29;4;33531083250.0;1248877108.0;277735224.0;2279314688.0;35514333388.0;11941762239.0;11938086293.0;4689489202;3345258;248922678;3675946.0;11483595.0;3939767715.0;14679562701.0;5789177158.0;5477142713.0;312034446.0;2177658786.0;1943386193.0;45962038.0;1622170142.0;309047055.0;45777.0;1556679.0;1384934.0;12.1;13.9;34
2024-05-08;5;25668996750.0;3504817477.0;186773899.0;1921650068.0;29168208416.0;8932329755.0;8929193900.0;3604669397;2761072;222389304;3135855.0;8073564.0;3295904601.0;13102080723.0;9112453110.0;8598286909.0;514166201.0;3881251560.0;3397642666.0;21834683.0;1811724201.0;510770133.0;43606.0;1814986.0;1537476.0;13.9;15.1;63
2024-05-15;5;29543755229.0;1365900680.0;206140485.0;1850688785.0;32035218514.0;12451582075.0;12448695181.0;4396204613;2931913;194422227;2886894.0;10501920.0;3606580567.0;11372995200.0;5914193236.0;5540871418.0;373321818.0;2797292165.0;1350485838.0;22288869.0;1744126364.0;369878545.0;44082.0;1875431.0;1523760.0;15.7;15.9;30
2024-05-16;5;29641199520.0;1580737277.0;211296551.0;1872171452.0;32307248631.0;12493551573.0;12490718648.0;4511255051;3239701;186120753;2832925.0;10800588.0;3693722215.0;11408558750.0;6330254390.0;5907313448.0;422940942.0;3204574560.0;1323372567.0;27439551.0;1774867712.0;419496118.0;42185.0;1897554.0;1505084.0;15.0;16.0;39
2024-05-23;5;28978652708.0;1643533220.0;209996043.0;1825075326.0;31924571722.0;12569201504.0;12566278666.0;4460041406;3018892;180867262;2922838.0;10283652.0;3608932303.0;11092226703.0;6624523602.0;6148624430.0;475899172.0;3453258496.0;1391829732.0;36954669.0;1742480705.0;472405579.0;27622.0;1919235.0;1546736.0;15.5;16.8;40
2024-05-27;5;28311198166.0;1742001679.0;204660469.0;1799377954.0;30834836661.0;11900685867.0;11897600046.0;4310489569;2854214;181993931;3085821.0;10013672.0;3361745178.0;11067054231.0;6269678597.0;5956072276.0;313606321.0;2371932146.0;2208182592.0;25515037.0;1664048822.0;310139447.0;27580.0;1962880.0;1476414.0;16.0;17.2;25
2024-06-03;6;28192893815.0;1915461829.0;198151113.0;1823332646.0;31171047642.0;11940657307.0;11937854934.0;4356218024;2873158;178592189;2802373.0;9808840.0;3389947101.0;11292951022.0;6915099414.0;6399395959.0;515703455.0;3888004249.0;1370089501.0;25960568.0;1631045096.0;511409752.0;-10.0;1893120.0;2400593.0;16.0;18.0;60
2024-06-05;6;27949101090.0;2024365367.0;194579285.0;1753775252.0;31252223215.0;12617831163.0;12615147102.0;4373401002;2682560;176422739;2684061.0;10095358.0;3451431471.0;10620358923.0;7275842030.0;6659367666.0;616474364.0;4145466370.0;1515130891.0;29042128.0;1586202641.0;612232152.0;2686.0;1827260.0;2412266.0;17.7;18.2;65
2024-06-10;6;26353806992.0;3993185558.0;163529173.0;1754560134.0;30432376437.0;11917775781.0;11915177160.0;4338836663;2782188;169624527;2598621.0;9810258.0;3309655051.0;10683891969.0;9989844311.0;9448951362.0;540892949.0;3890402118.0;4579296020.0;25119886.0;1495026287.0;536876305.0;20303.0;1590898.0;2405443.0;17.2;18.7;54
2024-06-28;6;28614380788.0;1570144864.0;195554427.0;1789303197.0;31720798798.0;12718554257.0;12714980152.0;4717189503;3217664;166910137;3574105.0;10528240.0;3679158001.0;10425240996.0;6661420498.0;6091633038.0;569787460.0;3688957641.0;1506561779.0;28156786.0;1437744292.0;565934108.0;29817.0;1459338.0;2364197.0;22.1;20.3;66
2024-07-10;7;29203433083.0;1878553354.0;206729673.0;1866406362.0;32501794420.0;13347163238.0;13293405098.0;4759451957;3146459;173173944;53758140.0;17510177.0;3636323565.0;10565025080.0;7250050725.0;6742075424.0;507975302.0;3756181819.0;2067592334.0;38618291.0;1387658282.0;505186124.0;36603.0;1310220.0;1442355.0;21.3;21.2;46
2024-07-11;7;30214164083.0;1365429521.0;219304046.0;1896059828.0;32850973748.0;13431628924.0;13378462363.0;4845926323;3245359;169056498;53166561.0;17843561.0;3710753492.0;10672519592.0;6117603060.0;5616710127.0;500892933.0;3751785000.0;924671173.0;37820302.0;1403326585.0;498158481.0;35782.0;1248253.0;1450417.0;21.6;21.2;51
2024-07-18;7;29728297104.0;1646284188.0;210102825.0;1901760082.0;32997338512.0;13525193738.0;13471126197.0;4920121122;3188447;167553646;54067541.0;17827473.0;3764056428.0;10599397659.0;7027188503.0;6367707780.0;659480723.0;4761555272.0;877089473.0;28564958.0;1359978800.0;656960611.0;38131.0;1144433.0;1337547.0;22.4;21.5;80
2024-08-24;8;24501367850.0;4614812746.0;137298716.0;1761244847.0;27718818371.0;9430192350.0;9394633650.0;3966556113;3538343;176275696;35558700.0;12791398.0;3321612557.0;10807851915.0;9730806830.0;9284638798.0;446168032.0;2685219099.0;5940528139.0;13624371.0;1091435221.0;442255433.0;17878.0;669317.0;3225404.0;21.4;20.3;64
2024-09-05;9;29245312746.0;2143406715.0;210223752.0;1818233546.0;31457271777.0;12822837110.0;12790768605.0;4552974109;4562160;164389131;32068505.0;12624861.0;3584478815.0;10315405591.0;6383823044.0;6085903917.0;297919127.0;2367204233.0;2694540922.0;48430502.0;1273647387.0;294704013.0;20041.0;947302.0;2247771.0;19.0;18.9;26
2024-10-08;10;29976264788.0;5684677232.0;151077000.0;2054605427.0;33701465351.0;12765065878.0;12740728874.0;4667712949;5732480;188849571;24337004.0;14542425.0;3971601421.0;12087960627.0;11615560223.0;11340676557.0;274883665.0;2202085366.0;8052804242.0;43514826.0;1317155788.0;272473921.0;33222.0;1028478.0;1348045.0;15.3;7.3;39
2024-10-15;10;31588759003.0;2815005173.0;225118903.0;2053818900.0;33780129065.0;12911144623.0;12887044922.0;4710496308;6007235;189044646;24099701.0;14916602.0;3978828918.0;11969690732.0;7285313037.0;7076327059.0;208985978.0;1557717777.0;4318415730.0;69953614.0;1339225916.0;206286980.0;55947.0;1296213.0;1346838.0;15.9;6.8;27
2024-10-18;10;31812404000.0;1481233882.0;221317367.0;2057113535.0;33115891555.0;12264743913.0;12241636436.0;4606581713;6337863;200373565;23107477.0;15022896.0;4018486036.0;12004345569.0;5063152340.0;4865456280.0;197696059.0;1414798714.0;2229270002.0;79471452.0;1339612171.0;195096362.0;45684.0;1148303.0;1405710.0;15.8;6.6;37
2024-10-21;10;30396859385.0;2951890607.0;193788168.0;2032671430.0;32631751962.0;12062838186.0;12039241577.0;4425401030;5495852;202602538;23596609.0;14844572.0;3751160741.0;12169409044.0;7413242782.0;7094719761.0;318523021.0;2482857109.0;3429834600.0;66886673.0;1433664400.0;315649117.0;55857.0;1417880.0;1400166.0;16.0;6.4;59
2024-11-19;11;39386572503.0;8158485451.0;258567750.0;3249366748.0;43071517169.0;13405296496.0;13380833374.0;5629926139;8687467;346291280;24463122.0;21172669.0;5037863427.0;18622279692.0;15351364616.0;15264421090.0;86943527.0;843204625.0;12317896606.0;972206076.0;1218057310.0;82469415.0;1206094.0;1032942.0;2235076.0;9.6;4.3;22
2019-11-23;11;41579554958.0;2304629792.0;382732772.0;3468568662.0;43101506614.0;10439297799.0;9414177710.0;29807456;92963;33473451;1025120089.0;5053254377.0;5251081195.0;22294499372.0;7677882882.0;7514130962.0;163751919.0;299184847.0;4449042063.0;1549842049.0;1379813922.0;147493725.0;833771.0;13433948.0;1990475.0;8.3;7.9;20
2019-11-26;11;43398282938.0;2387921542.0;372429168.0;3470569922.0;45918267028.0;14537674593.0;12958338270.0;35769699;113798;29030682;1579336323.0;6360341229.0;5525671145.0;19429665883.0;8750904723.0;8563275075.0;187629647.0;484024139.0;5333613187.0;1550498180.0;1382769216.0;172189678.0;815555.0;13802560.0;821854.0;9.8;7.5;24
2019-12-03;12;54922233896.0;822191854.0;518166406.0;4297455969.0;55300848547.0;15411990959.0;13630598182.0;42680149;169602;41736442;1781392777.0;7007815791.0;6628171456.0;26168284149.0;6016428881.0;5729141613.0;287287268.0;694897815.0;2052247802.0;1767215992.0;1502067272.0;267898522.0;816673.0;16391136.0;2180937.0;5.4;6.7;74
2019-12-08;12;39274881771.0;5816408104.0;339825550.0;3783320760.0;42382723589.0;9521607011.0;8592031284.0;30778117;101619;36780462;929575727.0;4510427713.0;4954310659.0;23328718007.0;13047396232.0;12825397216.0;221999016.0;461792613.0;9455556722.0;1703124134.0;1426922763.0;203948738.0;837529.0;16404950.0;807799.0;8.1;6.1;43
2019-12-17;12;44012283354.0;3365234708.0;385231223.0;3585054744.0;46159553822.0;14125042919.0;12609101617.0;39025884;134763;32529438;1515941302.0;5978020939.0;5720500442.0;20264299437.0;9482791143.0;9338067037.0;144724106.0;274011482.0;6014447642.0;1704968860.0;1489363159.0;123791485.0;850492.0;16052214.0;4029915.0;10.5;5.4;20
2019-12-26;12;42058155104.0;2429010250.0;420328439.0;3360495755.0;44731201190.0;10637520922.0;9151412348.0;34677938;115936;37647398;1486108574.0;6130823775.0;5334789695.0;22555625527.0;8882880530.0;8691534836.0;191345694.0;443840224.0;5197898594.0;1667880532.0;1573261180.0;172286074.0;846275.0;15039317.0;3174029.0;8.7;4.9;41
2019-12-31;12;51230000792.0;544824208.0;528043038.0;3840601913.0;51433309037.0;10836606538.0;9185043350.0;39031088;140023;48880974;1651563188.0;6678053912.0;5936250674.0;27894345828.0;5116777405.0;4881156915.0;235620489.0;531642271.0;1297732819.0;1718615393.0;1568786921.0;217881980.0;841001.0;13722395.0;3175113.0;4.5;4.8;62
2020-01-01;1;46334848604.0;604084958.0;492826419.0;3693553923.0;46721967347.0;9303454693.0;7590784081.0;34103202;135006;45974855;1712670612.0;4852825026.0;5226096427.0;27259378138.0;5177584044.0;4973696161.0;203887882.0;447632810.0;1427744438.0;1757063153.0;1545143642.0;184616099.0;868360.0;15269169.0;3134255.0;4.4;4.8;49
2020-01-19;1;46112253500.0;1964524042.0;475768129.0;4031252061.0;48177854375.0;9752117895.0;8809056174.0;38381634;163305;53149491;943061721.0;4862073595.0;5440968882.0;28030999573.0;8537145107.0;8226651350.0;310493757.0;750758182.0;4657644156.0;1820325298.0;1308417471.0;293536508.0;849232.0;15167966.0;940051.0;5.9;5.1;69
2020-01-21;1;56674619354.0;960923125.0;549619026.0;4509228080.0;57028928050.0;15381244803.0;13586547026.0;51066493;236019;53157682;1794697777.0;7179725165.0;6762652082.0;27600845806.0;6374078927.0;6043113155.0;330965772.0;581375180.0;2631218643.0;1812355565.0;1349129539.0;313939341.0;858242.0;15210247.0;957942.0;4.5;5.2;61
2020-01-30;1;47841788833.0;3627614042.0;444051138.0;4082902762.0;50621590519.0;14853524093.0;13124498006.0;47903039;201455;44786785;1729026087.0;6677147791.0;6080301965.0;22917725392.0;10934369629.0;10745712933.0;188656696.0;397548085.0;7268127978.0;1798669897.0;1470023669.0;170437519.0;855846.0;15589875.0;1773456.0;8.1;5.6;29
2020-01-31;1;42937176313.0;3333186917.0;390211508.0;3555966307.0;45948216215.0;13939091941.0;12355805293.0;44437344;190304;38574564;1583286648.0;6252380403.0;5596697312.0;20076844348.0;10290404634.0;10035436657.0;254967977.0;604155729.0;6387403478.0;1800241188.0;1498604239.0;236741819.0;862762.0;15589940.0;1773456.0;9.6;5.7;42
2020-02-01;2;37614030250.0;5376866833.0;330850077.0;3536073053.0;40658359100.0;10202501566.0;9203361189.0;36771377;143599;39523531;999140377.0;5006589610.0;4988258248.0;20384571169.0;12288118813.0;12074946613.0;213172200.0;455284082.0;8556002146.0;1759492423.0;1517340162.0;196399945.0;835448.0;14161203.0;1775604.0;10.4;5.7;35
2020-02-07;2;48831185208.0;1811315854.0;472232923.0;3950942397.0;51198968988.0;14334779695.0;12712527452.0;48472566;200924;48643115;1622252243.0;6558941412.0;6121350919.0;24086580358.0;8602274954.0;8189432002.0;412842952.0;980594569.0;4312800188.0;1796765488.0;1512114709.0;394358411.0;834870.0;15002293.0;2647378.0;7.1;6.1;70
2020-02-08;2;42651155896.0;1581549938.0;419081271.0;3570712000.0;44715120258.0;10451921860.0;9386474386.0;39160498;146028;47378185;1065447474.0;5322092341.0;5377232424.0;23477188921.0;7635307571.0;7307619774.0;327687797.0;723907218.0;3642149847.0;1791464880.0;1477785626.0;309304662.0;840720.0;14987347.0;2555068.0;7.7;6.1;45
2020-02-14;2;44529616000.0;1833717896.0;437777271.0;3525775191.0;47096056477.0;13969201131.0;12406809353.0;46055665;187838;42465306;1562391778.0;6085465552.0;5684610136.0;21268070850.0;8363710835.0;7970364465.0;393346371.0;977325902.0;4119267062.0;1791175578.0;1475942294.0;375368292.0;831120.0;15294542.0;1852417.0;9.0;6.5;55
2020-02-16;2;34703336625.0;7321513458.0;294121600.0;3471414107.0;38198369781.0;9055624228.0;8185485513.0;34254686;135178;40744066;870138715.0;4183357292.0;4368902367.0;20515351964.0;14582082322.0;14322104723.0;259977599.0;643066602.0;10818374153.0;1736691606.0;1383949961.0;242008265.0;837745.0;15279172.0;1852417.0;10.8;6.6;22
2020-02-20;2;44119073188.0;4238844688.0;404878579.0;3830582623.0;47684147200.0;14488690262.0;12852693947.0;47749405;186612;43838924;1635996315.0;6132757330.0;5541058955.0;21429865712.0;12039379902.0;11562093737.0;477286165.0;1217565808.0;7591338243.0;1769856136.0;1460619715.0;459015945.0;837059.0;15537633.0;1895527.0;8.8;6.8;63
2020-02-21;2;45141522833.0;2165643146.0;438038969.0;3631943461.0;47828908200.0;13998440107.0;12424774560.0;46741098;198847;45490421;1573665547.0;6077236935.0;5598838485.0;22061962308.0;8923010943.0;8453282193.0;469728750.0;1150529587.0;4552973472.0;1769745124.0;1449762760.0;451472573.0;854950.0;15499108.0;1902118.0;8.3;6.9;65
2020-02-26;2;46172818729.0;4545363313.0;413927486.0;4068631284.0;49647234091.0;14622202808.0;12964445858.0;48372319;196729;49386503;1657756950.0;6119099187.0;5764699215.0;23043277331.0;12502337445.0;12047902432.0;454435013.0;994560225.0;8301978188.0;1775342714.0;1430456318.0;435900601.0;868381.0;15705992.0;1960039.0;8.1;7.2;46
2020-03-09;3;43793941688.0;2968225521.0;400674926.0;3636025065.0;47043983364.0;13712199562.0;12306507350.0;47125765;199241;46919640;1405692212.0;5712006283.0;5550729130.0;21974803744.0;10254967189.0;9772061700.0;482905488.0;1131263926.0;5966693792.0;1656217734.0;1500791736.0;464662244.0;913318.0;16241854.0;1088072.0;8.4;8.1;41
2020-03-14;3;38000012188.0;1434707021.0;366046745.0;3104094522.0;40487850186.0;9994981000.0;9102775057.0;38222825;130569;45833007;892205943.0;4318979510.0;4864372311.0;21225330963.0;7392686286.0;6884763516.0;507922770.0;1268757328.0;2821312437.0;1637712070.0;1664904451.0;489693211.0;924320.0;16198303.0;1106936.0;9.7;8.5;52
2020-03-18;3;35445251771.0;634614625.0;326088689.0;2561367852.0;37357321612.0;11634219667.0;10328638036.0;36369759;91205;39140306;1305581631.0;4437765292.0;3717752155.0;17491983228.0;5434141008.0;4716413043.0;717727965.0;1673610704.0;532907118.0;1594275223.0;1633347963.0;699462943.0;921654.0;16242096.0;1101273.0;11.5;8.8;80
2020-04-01;4;38822751167.0;1447677104.0;344805868.0;2686598182.0;40672143796.0;10859664628.0;9551546953.0;38179255;123187;48781152;1308117675.0;4257278172.0;4095199101.0;21372918303.0;6328473784.0;5526997700.0;801476084.0;1628141543.0;3090710278.0;260094339.0;1349527624.0;789294137.0;80798.0;10988833.0;1112316.0;7.9;10.3;81
2020-04-12;4;25603956604.0;1013597792.0;226304324.0;1866097563.0;26671246457.0;7281422857.0;6603132140.0;35986821;67577;28376226;678290717.0;2568431925.0;3003020241.0;13753940809.0;4173289531.0;3406665665.0;766623865.0;1615518414.0;1248096187.0;3025919.0;1306649010.0;754234361.0;27905.0;11198815.0;1162785.0;16.2;11.7;56
2020-04-21;4;30035839938.0;2781355583.0;254891861.0;2124320761.0;31314007765.0;10910183856.0;9827638388.0;44088510;90935;28040236;1082545468.0;3626078500.0;3224707559.0;13480818168.0;6438736033.0;5999702497.0;439033536.0;756521058.0;4265458611.0;2800960.0;1413955404.0;426329934.0;28599.0;11494915.0;1180088.0;15.1;12.9;18
2020-05-07;5;28791077771.0;1133705500.0;244743292.0;1961025044.0;30231097303.0;11233709379.0;10122255524.0;37503771;62003;26034319;1111453855.0;3732370716.0;3136091406.0;12065325709.0;4779493368.0;3839021791.0;940471577.0;2107077848.0;1138251965.0;248913.0;1533914642.0;926292248.0;17475.0;12776180.0;1385674.0;16.7;14.9;76
2020-05-13;5;32450628125.0;2611238375.0;236227740.0;2315126555.0;34385184892.0;11982330233.0;10703506835.0;38716071;274121;32497264;1278823398.0;4115129446.0;3734726622.0;14481511136.0;7097149438.0;6563693775.0;533455663.0;1032337619.0;4545260479.0;266595.0;1519284745.0;519349659.0;21359.0;12702216.0;1382429.0;12.7;15.7;25
2020-05-14;5;31543558021.0;4413145417.0;212136315.0;2441080006.0;34485773317.0;11920344690.0;10706686939.0;38997304;290714;31534254;1213657751.0;4256083241.0;3777403294.0;14461119819.0;10008577034.0;9233254308.0;775322727.0;1445996408.0;6998071326.0;974587.0;1563534714.0;761227727.0;21357.0;12685004.0;1388638.0;12.6;15.8;47
2020-05-27;5;28586660583.0;1944517458.0;208249008.0;2049819211.0;30895026260.0;12405759249.0;11190260073.0;55226814;197455;25740972;1215499176.0;4031928977.0;3320975562.0;11055197230.0;6510951354.0;5452492350.0;1058459004.0;2294048764.0;2909830597.0;478512.0;1306593481.0;1044618204.0;15575.0;12424860.0;1400366.0;19.3;17.2;95
2020-06-27;6;26264712104.0;3330031458.0;173172497.0;2168186857.0;28346345513.0;9613312938.0;8823456727.0;62658608;232059;27628886;789856211.0;3740316680.0;3479425871.0;11422770471.0;7753024222.0;6969405645.0;783618577.0;1806156814.0;4685613035.0;147977.0;1261106396.0;772858903.0;29574.0;9459679.0;1270420.0;22.4;20.2;41
2020-06-29;6;29651491333.0;2479499771.0;216143811.0;2148032072.0;31736133660.0;12501309956.0;11385961836.0;67979787;296801;26275276;1115348120.0;4521026817.0;3531980274.0;11087264750.0;6928317981.0;6164305600.0;764012381.0;1772188447.0;3952749205.0;2662380.0;1200717949.0;754057491.0;40047.0;8644401.0;1270443.0;20.6;20.4;47
2020-08-01;8;28659239229.0;1132809167.0;239762620.0;1915232674.0;30040433475.0;9735978629.0;8846296442.0;84705084;241654;30485389;889682187.0;4188854181.0;3770108276.0;12230060263.0;4668998706.0;3872793313.0;796205393.0;1741941138.0;1952784202.0;459551.0;973813815.0;792020293.0;36412.0;2893165.0;1255523.0;24.9;21.7;59
2020-08-08;8;28736230417.0;642598604.0;250988216.0;1869214661.0;29805140462.0;9584672441.0;8700411365.0;84706119;234968;30403136;884261076.0;4176130350.0;3768352834.0;12160640615.0;3831711527.0;2929055014.0;902656513.0;2034445637.0;888069384.0;580114.0;908616392.0;898427528.0;23065.0;2961552.0;1244369.0;26.1;21.4;79
2020-08-17;8;28751925521.0;1060265792.0;234785972.0;1784405710.0;29941360875.0;11184435409.0;9960203676.0;64142416;255073;28475517;1224231733.0;4509401891.0;3350476572.0;10804173998.0;4268892828.0;3585089807.0;683803021.0;1524892711.0;1816351998.0;1804665.0;925843454.0;679662569.0;23998.0;2874345.0;1242108.0;22.0;20.9;48
2020-08-20;8;30565261083.0;1761301833.0;259762318.0;1947612064.0;32365224198.0;12618593398.0;11219808178.0;74442693;275162;29433740;1398785220.0;4687255813.0;3779124695.0;11176098696.0;5768639330.0;4950128429.0;818510901.0;1864730019.0;2955767465.0;4097475.0;944044371.0;814283199.0;24003.0;2954028.0;1249670.0;23.8;20.6;63
2020-08-30;8;24953077333.0;1926050750.0;207515019.0;1732281373.0;26458154806.0;8220081736.0;7456219177.0;47894969;242175;33567487;763862559.0;3288573372.0;3008489712.0;11859305354.0;5370924614.0;4850860530.0;520064085.0;1378369655.0;2967382889.0;507862.0;1024664209.0;515964977.0;27098.0;2834574.0;1237436.0;17.5;19.6;34
2020-09-03;9;31473492167.0;947658979.0;261516775.0;1936120143.0;32975614089.0;13559119218.0;12222493853.0;64802201;448298;30271409;1336625365.0;4724795512.0;3805057187.0;10791120264.0;4647417819.0;3820315909.0;827101910.0;1941417433.0;1741546626.0;1625146.0;962828614.0;822434679.0;29417.0;3405922.0;1231892.0;18.7;19.2;80
2020-09-05;9;27113753333.0;1152736604.0;228832026.0;1806604167.0;28424740571.0;9579541224.0;8790223559.0;56925385;334299;32941403;789317665.0;3837173689.0;3534650728.0;11383173843.0;4499160034.0;3796442103.0;702717931.0;1709052716.0;1849167258.0;681016.0;940259044.0;698054437.0;29245.0;3400603.0;1233646.0;19.6;18.9;68
2020-09-21;9;32089591229.0;310594188.0;272102112.0;1864709286.0;32200739414.0;12986340625.0;11687336127.0;52306561;410443;31442102;1299004498.0;4708197287.0;3638434421.0;10783607975.0;2558553770.0;2046176697.0;512377073.0;1079826077.0;628894501.0;1699647.0;848133545.0;506466155.0;12793.0;3090844.0;2807280.0;20.5;16.9;50
2020-09-24;9;31040447688.0;3639026146.0;219100273.0;2082233011.0;32982621588.0;13607598287.0;12155734832.0;52266930;463797;31961174;1451863455.0;4799091745.0;3798493221.0;10692746435.0;7882533331.0;7502418654.0;380114677.0;880246594.0;6113173147.0;4090009.0;885023581.0;374199928.0;12794.0;3090837.0;2811118.0;17.7;16.5;32
2020-09-30;9;34586036333.0;876884438.0;296940650.0;2081411304.0;35631873809.0;13674261709.0;12183562120.0;49980850;394884;41142928;1490699589.0;4940399159.0;4038860338.0;12886833941.0;4301073867.0;3727254663.0;573819204.0;1442971042.0;1868242651.0;4201948.0;985658226.0;566175488.0;17191.0;3341417.0;4285108.0;14.8;15.7;56
2020-10-10;10;31566392083.0;1493685521.0;285778905.0;2152515718.0;32987332041.0;9605356091.0;8758380649.0;41329602;353564;49190551;846975442.0;4005652660.0;4054107237.0;15231342336.0;5352920102.0;4833166993.0;519753108.0;1177466486.0;2889022526.0;9037228.0;1277393861.0;505728437.0;17617.0;7388251.0;6618803.0;13.6;14.3;50
2020-10-16;10;42290037000.0;862004604.0;381055744.0;2530477996.0;42597497822.0;13498131631.0;11990184762.0;52691816;480949;61661615;1507946869.0;5574688440.0;5061294885.0;18348548486.0;4080999166.0;3725948964.0;355050203.0;870248679.0;1975772124.0;17910782.0;1217067582.0;343298783.0;24511.0;8191349.0;3535560.0;10.2;13.5;37
2020-10-21;10;35443164125.0;5818234771.0;251911693.0;2550559652.0;37986251468.0;13629050086.0;12238708199.0;49883636;495679;50554141;1390341887.0;4991476550.0;4422687023.0;14842104354.0;11163793460.0;10791716845.0;372076615.0;854438407.0;9099064908.0;27992700.0;1182297445.0;359255995.0;22109.0;9301935.0;3496575.0;14.2;12.8;26
2020-10-30;10;36100047354.0;2316820438.0;309337943.0;2322294411.0;38242369497.0;12861104132.0;11501706940.0;47100171;343346;59173507;1359397192.0;4787651816.0;4163256054.0;16323740471.0;7090774935.0;6644557189.0;446217746.0;1127853992.0;4266813443.0;188130282.0;1507977218.0;432094062.0;203372.0;10372893.0;3547419.0;13.3;11.5;64
2020-11-12;11;36831003354.0;1938987271.0;328200581.0;2867473660.0;39114206207.0;12923031291.0;11515108912.0;47468970;482435;66230860;1407922379.0;5193459701.0;4349894130.0;16533638820.0;7417864365.0;6957167397.0;460696968.0;948257281.0;3638496424.0;1494072085.0;1337038575.0;448962348.0;705787.0;8351840.0;2676993.0;11.9;9.5;64
2020-11-23;11;46718359354.0;252781958.0;437195670.0;3396411224.0;46625583167.0;13317110452.0;11840541238.0;50917755;604470;94395851;1476569214.0;5777094572.0;5053877144.0;22331582923.0;3993612667.0;3660213126.0;333399541.0;864254416.0;463288517.0;1518513107.0;1147556627.0;319704830.0;663066.0;9049772.0;3981874.0;7.5;7.9;73
