"Jour","Entreprises","PME/PMI","Professionnels","Résidentiels","Total"
2023-09-03,"8810069159.0",3392873258,2430909,165783171,26429353489
2023-09-18,"12578712997.0",4587529540,3134885,148311061,31276356887
2023-10-12,"13043327065.0",4590767336,3905473,147876140,31819301331
2023-11-18,"9495239365.0",4376337551,5189010,300221233,36834961112
2023-11-22,"13289246526.0",5437146679,5557378,306143196,42414620589
2023-11-23,"13449744687.0",5708273925,6017515,316426597,44208327055
2023-11-27,"13181498058.0",6107612203,6385710,388271740,48581403873
2023-12-14,"13542798353.0",6029197647,6814927,346326356,46501284757
2023-12-21,"12622421135.0",5975915576,6850200,358868115,46709789827
2023-12-28,"9863131904.0",5022022165,5985473,342496229,41582092889
2024-01-21,"9839020005.0",5222328223,5528004,573977644,51547014503
2024-01-30,"13477890999.0",5759932573,5277985,349817890,44603568558
2024-02-18,"8793084821.0",3938151908,4116050,346164557,36356553003
2024-02-19,"12590927548.0",5232223502,4645299,313583820,40822680202
2024-02-20,"13229400118.0",5418774548,4777493,320048583,42214317398
2024-02-24,"9935243448.0",4862474217,4727174,417921440,42819706487
2024-03-06,"13418662028.0",5679064037,4898530,381066290,45425062921
2024-03-08,"12757303242.0",5511326476,5003917,363862837,44173191623
2024-03-10,"8804978190.0",4112565243,4092672,385128034,38396254788
2024-03-13,"13088772450.0",5229461629,4229603,316430429,40808848810
2024-03-14,"12974524102.0",5181667812,4242144,283264012,39317604433
2024-03-16,"9309448313.0",4078552144,3737836,282489227,33465216841
2024-03-20,"12739583778.0",4759746270,3613046,249498120,35857206193
2024-03-25,"12397985435.0",5190721011,4038102,303855251,39659728154
2024-03-31,"8404279238.0",3773114106,3425622,304868664,33555049031
2024-04-02,"12418602524.0",5169683501,4164699,286300198,39223513044
2024-04-06,"9215454808.0",3785265688,3194365,228332694,30041469790
2024-04-07,"8289095218.0",3307921395,2916740,233329142,28386765190
2024-04-20,"9309927634.0",4127806203,3331438,287044259,33923935463
2024-05-02,"11785323651.0",4787201597,3778712,240388242,35357387409
2024-05-07,"11682343204.0",4562369076,3413299,215813677,33346602725
2024-05-09,"8807860799.0",3588854349,2634357,202886342,28116523912
2024-05-28,"12569025776.0",4455454778,2920633,177985533,31737058341
2024-06-15,"9060035122.0",3643949823,2816346,185997643,27526520319
2024-06-16,"8208585012.0",3192836048,2484390,191776570,26068582256
2024-06-26,"13476804324.0",4776614218,2798880,174029652,32564637731
2024-07-06,"9405806210.0",3778604474,3119490,178125392,27461085180
2024-07-07,"8425100116.0",3316691399,2818487,180372182,25676816808
2024-07-08,"12338922283.0",4498337825,2981906,167899374,30935594794
2024-07-13,"9337466666.0",3801783345,2975724,173286121,27168319540
2024-07-15,"12459594056.0",4555941165,3065680,168780448,31322299907
2024-08-13,"11329864255.0",4704635096,3642443,171140780,30763325234
2024-08-18,"7888079914.0",3327653328,3216513,171511805,24836775853
2024-08-27,"12791031138.0",4620604409,3464036,165839091,31596388647
2024-08-29,"13234042982.0",4802877531,3829343,171205026,32627769150
2024-09-06,"12376032714.0",4459409250,4594374,165649504,30933846863
2024-09-15,"8203454513.0",3238249297,3837671,204536925,26929408855
2024-10-11,"12243933019.0",4698758052,6115996,207858494,34206892754
2024-10-14,"12259201177.0",4652773209,5943350,204104464,33728957014
2024-10-17,"12888322680.0",4656145676,6183127,184338656,33168648256
2024-10-30,"12644951916.0",4615868678,6136504,242627161,34969584967
2024-11-12,"12733382227.0",5458338446,8033871,327333116,40963344624
2019-12-06,"14744680825.0",42193475,167333,43067857,54955958341
2019-12-20,"12814360464.0",37178355,136113,32130981,44009557483
2019-12-24,"10408154454.0",35895682,108975,34771454,42557882077
2020-01-05,"9109917180.0",35788223,124589,47139760,45704569277
2020-01-12,"9482906600.0",36694813,134226,47810834,45803314991
2020-01-16,"14590605629.0",46426977,172863,40335955,48828232485
2020-01-17,"14105617674.0",45239618,192978,40632310,48623052126
2020-01-24,"14665594875.0",49022744,230858,53033744,55477655290
2020-01-25,"10842346577.0",40740336,189688,53465706,49873315620
2020-02-03,"13616610355.0",42929834,166774,34288770,43103719193
2020-02-18,"14544722501.0",47797570,191742,43255356,47813806630
2020-02-19,"14598014040.0",47997733,195645,45679599,48383129102
2020-03-02,"13786033132.0",47416165,208925,48506239,48706536011
2020-03-05,"14412749309.0",49028498,212566,46712723,48909097110
2020-03-07,"10337240413.0",40642045,172179,52810735,44999087272
2020-03-16,"12702628744.0",41608858,148284,41767089,41841764174
2020-03-19,"11145377424.0",35148021,83476,35247134,35506764864
2020-04-28,"11095876412.0",39637631,82952,27042058,30771848194
2020-05-04,"10718324030.0",36681066,72295,27139849,30455048771
2020-05-08,"8856381921.0",30919569,183912,27073616,26697932982
2020-05-09,"8099399884.0",30286804,186826,26808589,26261964761
2020-05-18,"11144241044.0",39175040,247138,26675900,30828490354
2020-05-22,"9736252995.0",44239405,202361,25046380,28290490548
2020-05-23,"8312475212.0",39203505,196691,26772417,26562410588
2020-05-24,"7428680271.0",36718949,185993,27136996,25258449856
2020-05-31,"7724602447.0",44839332,175892,26157123,25127149376
2020-06-07,"7630799485.0",39112799,189647,27851177,25768605437
2020-06-13,"8827623439.0",43057759,206261,28638574,27743870317
2020-07-03,"13144106230.0",76630001,277159,26322693,32355407471
2020-07-10,"13569147395.0",89643426,286075,26967716,33497978124
2020-07-16,"13671688240.0",87537756,296592,26297553,33238116388
2020-07-24,"13311249114.0",92974601,274066,27761813,33460685460
2020-07-29,"13388250584.0",95420964,274749,29155271,33880065106
2020-08-04,"11684336517.0",89089000,258033,26857359,30861560930
2020-08-05,"11862538025.0",91425744,257221,28146495,31294967844
2020-08-09,"8737975147.0",78637439,227975,30820053,28350769519
2020-08-10,"11600230179.0",84490906,276513,29578880,32098713470
2020-08-22,"9364264387.0",62186448,228919,31131569,28260639585
2020-08-26,"13306778817.0",69328455,277144,30760103,32629769070
2020-09-13,"8631035976.0",51104062,254857,34724308,27228450119
2020-09-17,"14120112835.0",61762751,422006,31174434,33816016926
2020-09-18,"13539301511.0",58586835,439624,31446527,33124570610
2020-09-23,"13724248580.0",52658492,404757,33356482,32845820906
2020-09-29,"13712654708.0",50847725,468571,40296951,36426310996
2020-10-02,"13108049676.0",49190851,510027,43570999,36839614751
2020-10-05,"12985679679.0",48270448,523592,49663466,38437760860
2020-10-08,"13791374474.0",49994827,535127,43228152,37120073954
2020-10-26,"12901153873.0",49518142,343016,61209157,40165580330
2020-10-27,"13807206668.0",52656999,369708,64363683,41981530122
2020-11-08,"8439444173.0",34461714,279624,68476323,33205235860
2020-11-18,"13508972364.0",48987692,425390,75949037,41138095036
2020-11-20,"13361978860.0",50491641,579832,86707297,44543384478
2020-11-26,"13942443086.0",52344706,627875,91012344,46323940587
2020-12-08,"14691192233.0",59122616,852567,123032994,54652124046
2020-12-09,"14801263553.0",59464323,789002,132702030,55906353324
2020-12-12,"10187243481.0",45919496,605984,113101830,45339376257
2021-01-05,"14541010059.0",2864466281,1099109,150503619,59883450352
2021-01-18,"14029732784.0",2725891097,1023612,137603807,55774441609
2021-01-20,"14257749417.0",2525506004,888460,128355502,52490829635
2021-02-02,"13891973209.0",2355335081,937190,101899916,45993261780
2021-02-09,"14658431976.0",2750419082,1137543,151878364,57025267163
2021-02-15,"13844328638.0",2648121611,1103601,151058715,55494725543
2021-02-16,"14125993863.0",2484180296,1012351,130366396,51417962182
2021-03-06,"10058591326.0",1917573195,779982,128494679,43553198511
2021-03-09,"13932466725.0",2433111423,923440,121737179,48479086378
2021-03-20,"10163674806.0",1987357586,787113,136969855,44990765623
2021-03-31,"13110074864.0",1922503343,1585326,72962256,35250032988
2021-04-03,"9468763779.0",1617226722,1585912,88965695,34136556597
2021-04-18,"8762241381.0",1555282806,1393925,112256054,37089403534
2021-04-23,"12497030412.0",1860979137,1285924,78220884,35834144948
2021-04-26,"12333855673.0",1899275751,1317046,76158965,35378572940
2021-04-29,"12991247477.0",1976927155,1353395,79333932,37324328220
2021-05-01,"8350405849.0",1445418899,1238684,96939632,33458720764
2021-05-05,"13114436544.0",2010839363,1221569,89757439,38347135828
2021-05-14,"10360621227.0",1691148479,1136758,77386406,33401702122
2021-05-15,"9085392338.0",1521322584,1080177,82659268,31964080135
2021-05-18,"13097934654.0",2008648599,1119830,76775800,36686078039
2021-05-21,"12600229395.0",1939479248,1163128,74280039,35344565404
2021-05-23,"8361542967.0",1401159943,2029882,80985802,30039823177
2021-05-24,"9382864008.0",1577903034,1923927,82092151,31737545311
2021-06-04,"12897121355.0",1918021644,1970598,59554102,32315095619
2021-06-05,"9555546729.0",1504962885,1837436,64517304,28158977644
2021-06-09,"13650931727.0",2025628462,1803793,60770690,33060135134
2021-06-13,"9142797787.0",1495618768,1754060,64688374,27385023982
2021-06-25,"12955932412.0",1963204989,1920498,60709295,32437443502
2021-07-02,"13329755558.0",2014276040,1952449,60963214,33018785009
2021-07-06,"13651737247.0",2047075423,1977705,60733462,33505352179
2021-07-27,"13315154240.0",2090051441,2151871,61549345,33249746924
2021-08-05,"11374016558.0",1860200179,2146777,61333787,30291851982
2021-08-07,"8737732480.0",1574633558,2248051,65679395,27066768543
2021-08-13,"11331218113.0",1986084594,2393369,64810549,31069096160
2021-08-22,"8607704996.0",1504018341,2597054,68686246,26689207560
2021-09-07,"14251600990.0",2223308990,3171586,65796568,34389229606
2021-09-14,"14017639768.0",2149609494,3410702,65568046,33831982954
2021-09-28,"13477234561.0",2046933919,3765750,70466716,33520535858
2021-10-15,"13274066739.0",2209475426,4513899,110817658,38569324427
2021-10-25,"13094940898.0",2205851912,4609357,120862267,39277282540
2021-10-29,"13099508602.0",2109325520,4824946,115199945,38566396934
2021-11-11,"10801183584.0",2001009035,5115655,180509093,42257383248
