"","Jour","Entreprises ","PME/PMI","Professionnels","Résidentiels","Total"
"1169",2020-05-04,"10718324030.0",36681066,72295,27139849,30455048771
"1170",2020-05-08,"8856381921.0",30919569,183912,27073616,26697932982
"1171",2020-05-09,"8099399884.0",30286804,186826,26808589,26261964761
"1172",2020-05-18,"11144241044.0",39175040,247138,26675900,30828490354
"1173",2020-05-22,"9736252995.0",44239405,202361,25046380,28290490548
"1174",2020-05-23,"8312475212.0",39203505,196691,26772417,26562410588
"1175",2020-05-24,"7428680271.0",36718949,185993,27136996,25258449856
"1176",2020-05-31,"7724602447.0",44839332,175892,26157123,25127149376
"1177",2020-06-07,"7630799485.0",39112799,189647,27851177,25768605437
"1178",2020-06-13,"8827623439.0",43057759,206261,28638574,27743870317
"1179",2020-07-03,"13144106230.0",76630001,277159,26322693,32355407471
"1180",2020-07-10,"13569147395.0",89643426,286075,26967716,33497978124
"1181",2020-07-16,"13671688240.0",87537756,296592,26297553,33238116388
"1182",2020-07-24,"13311249114.0",92974601,274066,27761813,33460685460
"1183",2020-07-29,"13388250584.0",95420964,274749,29155271,33880065106
"1184",2020-08-04,"11684336517.0",89089000,258033,26857359,30861560930
"1185",2020-08-05,"11862538025.0",91425744,257221,28146495,31294967844
"1186",2020-08-09,"8737975147.0",78637439,227975,30820053,28350769519
"1187",2020-08-10,"11600230179.0",84490906,276513,29578880,32098713470
"1188",2020-08-22,"9364264387.0",62186448,228919,31131569,28260639585
"1189",2020-08-26,"13306778817.0",69328455,277144,30760103,32629769070
"1190",2020-09-13,"8631035976.0",51104062,254857,34724308,27228450119
"1191",2020-09-17,"14120112835.0",61762751,422006,31174434,33816016926
"1192",2020-09-18,"13539301511.0",58586835,439624,31446527,33124570610
"1193",2020-09-23,"13724248580.0",52658492,404757,33356482,32845820906
"1194",2020-09-29,"13712654708.0",50847725,468571,40296951,36426310996
"1195",2020-10-02,"13108049676.0",49190851,510027,43570999,36839614751
"1196",2020-10-05,"12985679679.0",48270448,523592,49663466,38437760860
"1197",2020-10-08,"13791374474.0",49994827,535127,43228152,37120073954
"1198",2020-10-26,"12901153873.0",49518142,343016,61209157,40165580330
"1199",2020-10-27,"13807206668.0",52656999,369708,64363683,41981530122
"1200",2020-11-08,"8439444173.0",34461714,279624,68476323,33205235860
"1201",2020-11-18,"13508972364.0",48987692,425390,75949037,41138095036
"1202",2020-11-20,"13361978860.0",50491641,579832,86707297,44543384478
"1203",2020-11-26,"13942443086.0",52344706,627875,91012344,46323940587
"1204",2020-12-08,"14691192233.0",59122616,852567,123032994,54652124046
"1205",2020-12-09,"14801263553.0",59464323,789002,132702030,55906353324
"1206",2020-12-12,"10187243481.0",45919496,605984,113101830,45339376257
"1207",2021-01-05,"14541010059.0",2864466281,1099109,150503619,59883450352
"1208",2021-01-18,"14029732784.0",2725891097,1023612,137603807,55774441609
"1209",2021-01-20,"14257749417.0",2525506004,888460,128355502,52490829635
"1210",2021-02-02,"13891973209.0",2355335081,937190,101899916,45993261780
"1211",2021-02-09,"14658431976.0",2750419082,1137543,151878364,57025267163
"1212",2021-02-15,"13844328638.0",2648121611,1103601,151058715,55494725543
"1213",2021-02-16,"14125993863.0",2484180296,1012351,130366396,51417962182
"1214",2021-03-06,"10058591326.0",1917573195,779982,128494679,43553198511
"1215",2021-03-09,"13932466725.0",2433111423,923440,121737179,48479086378
"1216",2021-03-20,"10163674806.0",1987357586,787113,136969855,44990765623
"1217",2021-03-31,"13110074864.0",1922503343,1585326,72962256,35250032988
"1218",2021-04-03,"9468763779.0",1617226722,1585912,88965695,34136556597
"1219",2021-04-18,"8762241381.0",1555282806,1393925,112256054,37089403534
"1220",2021-04-23,"12497030412.0",1860979137,1285924,78220884,35834144948
"1221",2021-04-26,"12333855673.0",1899275751,1317046,76158965,35378572940
"1222",2021-04-29,"12991247477.0",1976927155,1353395,79333932,37324328220
"1223",2021-05-01,"8350405849.0",1445418899,1238684,96939632,33458720764
"1224",2021-05-05,"13114436544.0",2010839363,1221569,89757439,38347135828
"1225",2021-05-14,"10360621227.0",1691148479,1136758,77386406,33401702122
"1226",2021-05-15,"9085392338.0",1521322584,1080177,82659268,31964080135
"1227",2021-05-18,"13097934654.0",2008648599,1119830,76775800,36686078039
"1228",2021-05-21,"12600229395.0",1939479248,1163128,74280039,35344565404
"1229",2021-05-23,"8361542967.0",1401159943,2029882,80985802,30039823177
"1230",2021-05-24,"9382864008.0",1577903034,1923927,82092151,31737545311
"1231",2021-06-04,"12897121355.0",1918021644,1970598,59554102,32315095619
"1232",2021-06-05,"9555546729.0",1504962885,1837436,64517304,28158977644
"1233",2021-06-09,"13650931727.0",2025628462,1803793,60770690,33060135134
"1234",2021-06-13,"9142797787.0",1495618768,1754060,64688374,27385023982
"1235",2021-06-25,"12955932412.0",1963204989,1920498,60709295,32437443502
"1236",2021-07-02,"13329755558.0",2014276040,1952449,60963214,33018785009
"1237",2021-07-06,"13651737247.0",2047075423,1977705,60733462,33505352179
"1238",2021-07-27,"13315154240.0",2090051441,2151871,61549345,33249746924
"1239",2021-08-05,"11374016558.0",1860200179,2146777,61333787,30291851982
"1240",2021-08-07,"8737732480.0",1574633558,2248051,65679395,27066768543
"1241",2021-08-13,"11331218113.0",1986084594,2393369,64810549,31069096160
"1242",2021-08-22,"8607704996.0",1504018341,2597054,68686246,26689207560
"1243",2021-09-07,"14251600990.0",2223308990,3171586,65796568,34389229606
"1244",2021-09-14,"14017639768.0",2149609494,3410702,65568046,33831982954
"1245",2021-09-28,"13477234561.0",2046933919,3765750,70466716,33520535858
"1246",2021-10-15,"13274066739.0",2209475426,4513899,110817658,38569324427
"1247",2021-10-25,"13094940898.0",2205851912,4609357,120862267,39277282540
"1248",2021-10-29,"13099508602.0",2109325520,4824946,115199945,38566396934
"1249",2021-11-11,"10801183584.0",2001009035,5115655,180509093,42257383248
"1250",2021-11-14,"9101925347.0",1712954472,5121176,163746671,37439779377
"1251",2021-11-16,"14451776880.0",2574189188,5497335,169993783,47011728232
"1252",2021-11-17,"14364660335.0",2513583306,5435735,176655550,46867800152
"1253",2021-11-19,"13842912690.0",2510364083,5606443,176345224,46766447028
"1254",2021-11-25,"14854228717.0",2786968538,5821893,212461851,52644240106
"1255",2021-11-26,"14370994686.0",2760082053,5900875,218747845,52833809018
"1256",2021-12-17,"14044354427.0",2761377649,6544717,230061706,53207898701
"1257",2021-12-22,"14050429781.0",2944301672,6521114,287753556,59285238714
"1258",2021-12-31,"9688404651.0",1999523433,6129552,173934504,40005158267
"1259",2022-01-01,"8101920972.0",1768565802,6564618,182031768,37429913584
"1260",2022-01-02,"8422687458.0",1818416007,5990615,190549826,38744742504
"1261",2022-01-04,"13755691189.0",2594800616,6251877,188605625,47132209688
"1262",2022-01-05,"14355972185.0",2781277538,6293791,232871204,52123038141
"1263",2022-01-09,"9796634995.0",2124414117,6049883,248752779,46812789156
"1264",2022-01-10,"14145736661.0",2880430268,6256184,237865719,52990489309
"1265",2022-01-14,"14618147854.0",3028707830,6477647,287361022,58822611937
"1266",2022-01-15,"11273523660.0",2564848791,6355171,302812234,55011666880
"1267",2022-01-20,"14964787859.0",2972053181,6250135,259710769,56375936715
"1268",2022-01-23,"10154569730.0",2270867445,5898714,286031874,51006672892
"1269",2022-01-25,"15229219696.0",3133290118,6283976,288535488,59583793223
"1270",2022-01-26,"15201475021.0",3104633886,6205440,299396375,59948286019
"1271",2022-02-11,"13989410905.0",2690737462,5736421,225011789,50339360802
"1272",2022-02-27,"9676448230.0",2054955719,5036209,237465444,43831805303
"1273",2022-03-01,"14306025881.0",2664140648,5199610,205480779,47988728541
"1274",2022-03-10,"14071160704.0",2567889721,4883366,189484931,45679743571
"1275",2022-03-13,"9378630321.0",1897080637,4577555,212705849,40349845401
"1276",2022-04-20,"13119620060.0",2155619045,3271584,127193507,36395453278
"1277",2022-04-28,"13187555680.0",2139934475,3155466,113549762,35167478352
"1278",2022-05-01,"8099798655.0",1504938915,2948306,125019589,28374060162
"1279",2022-05-09,"12717591716.0",2118655169,2722610,102490837,32681332491
"1280",2022-05-14,"9850776288.0",1741160885,2747360,105520265,28666729405
"1281",2022-06-02,"13705878884.0",2220766382,2635259,98301599,33509616493
"1282",2022-06-07,"13116517176.0",2144772945,2602203,98060707,32603565155
"1283",2022-06-08,"13536750821.0",2115372456,2554772,103650150,33124730563
"1284",2022-06-11,"10162009886.0",1767204305,2522727,106521077,28907167347
"1285",2022-06-14,"14099968216.0",2323704232,2531408,99209499,34228968622
"1286",2022-06-21,"14220549393.0",2335989681,2574184,98011854,34424338659
"1287",2022-06-29,"13758111962.0",2177520964,2455087,104365642,33342486785
"1288",2022-07-05,"14056032151.0",2299945262,2569537,100062593,34058144755
"1289",2022-07-17,"9710266901.0",1824315878,2533375,109938683,28940835270
"1290",2022-07-29,"12762868581.0",2215366964,2781074,99375052,32541377615
"1291",2022-07-31,"9138447811.0",1737932656,2657096,107360928,27638830322
"1292",2022-08-13,"9762880371.0",1962958731,2964188,107094246,29122272074
"1293",2022-08-24,"13423842578.0",2216303415,3152342,106347854,33103211148
"1294",2022-08-25,"13439039464.0",2220455555,3212230,103053400,33163409832
"1295",2022-09-21,"13176341476.0",2074694280,3888433,116597973,32716497075
"1296",2022-09-22,"13223839315.0",2110912303,4028446,109495015,32767360209
"1297",2022-11-03,"12765614991.0",2076647222,5126789,141641330,34782401509
"1298",2022-11-06,"8500280146.0",1587008309,4946121,197391890,32387354184
"1299",2022-11-08,"13164800399.0",2219451900,5249521,161674754,37066528501
"1300",2022-11-13,"8422817998.0",1596775520,5004115,194292358,31765547981
"1301",2022-11-24,"13588024765.0",2480527742,5875898,230330209,43340877455
"1302",2022-11-25,"12988020670.0",2400666922,5951397,228528639,42241998684
"1303",2022-11-28,"13006194547.0",2483123560,5829393,242890237,43382926242
"1304",2022-12-13,"14554412019.0",3117128581,7201828,407485202,58677319032
"1305",2022-12-14,"14207159375.0",2920614603,6905536,381054632,55120789622
"1306",2022-12-31,"8040184215.0",4099494339,5821003,240633332,35117258318
"1307",2023-01-02,"10351751902.0",4814748442,5133937,234734228,38162861482
"1308",2023-01-27,"13922204937.0",6869723681,6034719,406262055,55968382058
"1309",2023-01-29,"9798457239.0",5206804769,5283959,430207065,50187155643
"1310",2023-02-12,"9309420192.0",4672024212,4631348,363295988,44090702075
"1311",2023-02-19,"8778992709.0",4001852685,4054645,273633857,36440827609
"1312",2023-02-21,"13361638639.0",5540636742,4446221,271296818,43765950671
"1313",2023-02-23,"13398967265.0",5619699596,4575935,283040530,44752121912
"1314",2023-04-22,"9171375365.0",3917381011,2570884,209071581,31736117619
"1315",2023-04-26,"12788752969.0",4760783218,2573264,207303264,36435159257
"1316",2023-05-02,"11905322062.0",4512157935,2359268,160906080,32375602056
"1317",2023-05-05,"12262630466.0",4360457487,2418518,145438291,31268980512
"1318",2023-05-08,"8634646425.0",3323365721,1895364,162363804,26787202730
"1319",2023-05-12,"12325809945.0",4550296564,2529100,165266385,33146640534
"1320",2023-05-27,"9253483642.0",3708028831,1865484,152644884,27071255080
"1321",2023-05-29,"9023457325.0",3496404673,1633398,152532571,26518168618
"1322",2023-06-08,"13300314291.0",4816326737,2066239,137734164,32009329988
"1323",2023-06-22,"13317838059.0",4771221693,2224833,141263219,32261534170
"1324",2023-06-23,"12798054454.0",4656617845,2161241,141800266,31520435888
"1325",2023-06-29,"13504987186.0",4974282134,2232314,142469509,32781034915
"1326",2023-07-06,"13433848928.0",4850183300,2176578,142631876,32586061663
"1327",2023-07-09,"9264757682.0",3761469689,1959459,162472042,27749139186
"1328",2023-07-10,"13333200888.0",5012825867,2089316,152795400,33356413736
"1329",2023-07-11,"14132432067.0",5247837902,2221050,151030542,34649752111
"1330",2023-07-22,"9749491322.0",4125556061,2088315,152465970,28309836579
"1331",2023-08-01,"11480842916.0",4410002373,2250662,141610582,30158710674
"1332",2023-08-02,"11511990470.0",4430609438,2257550,148887402,30498064046
"1333",2023-08-03,"11237025971.0",4321184914,2317649,142486944,29883720848
"1334",2023-08-20,"8770932654.0",3716513774,2230284,163989144,27239230781
"1335",2023-08-24,"13247849593.0",5045189757,2664896,164391186,34199670076
"1336",2023-09-12,"13481037493.0",4812464129,3144218,143890612,32460190730
"1337",2023-09-22,"12276361679.0",4443100779,3399359,148990815,31010543245
"1338",2023-09-29,"12513971577.0",4526300139,3558100,147163632,31196563912
"1339",2023-10-30,"11857996391.0",4588857058,4389934,213158784,35197541319
"1340",2023-11-14,"13069542295.0",5171295828,5376263,237823660,38611661606
"1341",2023-11-20,"12481858080.0",5221691903,5507906,266183427,39504520946
"1342",2023-12-03,"9745433356.0",5126184593,6371458,501270924,49396857285
"1343",2023-12-04,"13432649704.0",6434161725,7013112,432981218,52058592187
"1344",2023-12-08,"13130920710.0",6037811937,6954691,377261353,47857821462
"1345",2023-12-31,"7858895703.0",4181758054,5952203,383099849,39020019266
"1346",2024-01-08,"13757596265.0",6879353419,6584358,525013049,56103779228
"1347",2024-01-10,"14579447944.0",7157230991,6799053,593916807,60516617138
"1348",2024-01-16,"14447209401.0",6995786109,6658304,519983549,56817422875
"1349",2024-03-09,"9640719100.0",4607634128,4524925,380737706,40084675294
"1350",2024-03-17,"8480464992.0",3626541929,3487814,291261625,32184044877
"1351",2024-03-29,"12234579205.0",5060726476,4343150,296267934,39101331584
"1352",2024-03-30,"9315601193.0",4227292570,3745146,309768742,35286029522
"1353",2024-04-01,"8876013959.0",3954321828,3341124,303079814,34422434627
"1354",2024-04-05,"12399110105.0",4705348446,3791810,224730650,34888900996
"1355",2024-04-08,"12082242213.0",4544973537,3412841,212386513,33344309678
"1356",2024-04-26,"12238369335.0",4834016373,3785991,278086338,37760651127
"1357",2024-05-06,"11439745397.0",4531438697,3495801,222463454,33262895300
"1358",2024-05-14,"12463521873.0",4485925414,3250054,176946566,31652959527
"1359",2024-05-17,"12025722050.0",4402082507,3167862,188473654,31778368958
"1360",2024-05-20,"8909317286.0",3441284747,2389156,199283728,27391929429
"1361",2024-05-24,"12141381693.0",4367260229,3034074,182610151,31447078022
"1362",2024-05-29,"12624812322.0",4401049006,2913059,192057509,32085059886
"1363",2024-06-11,"12548422609.0",4462133614,2870224,166985208,31317506056
"1364",2024-06-21,"12285604669.0",4464028950,3299438,166013592,30968030767
"1365",2024-06-22,"9157775283.0",3654042878,2891559,181142065,27143481843
"1366",2024-07-05,"12532038786.0",4564173171,3298613,166749847,31319238313
"1367",2024-07-30,"13297815424.0",5217465930,3438844,180332868,34033476424
"1368",2024-08-02,"12075152779.0",4872607285,3643082,177528421,32149722970
"1369",2024-08-07,"11331469473.0",4656851010,3448665,172615948,30470599499
"1370",2024-08-31,"9732255330.0",3994898537,3726149,184587644,28348733758
"1371",2024-09-24,"12683051573.0",4533253939,4989840,169349195,31919336477
"1372",2024-10-02,"12747298108.0",4565353186,5326644,206001462,33843920122
"1373",2024-10-07,"12216538459.0",4593085787,5715028,199966617,33457919046
"1374",2024-10-20,"8360314614.0",3310827502,5060429,227949219,28312207385
"1375",2024-11-07,"13035616506.0",5127341855,7363562,275213932,37793412081
"1376",2024-11-13,"13366070643.0",5511526323,8014101,362451468,42819646988
"1377",2024-11-15,"12970975673.0",5540133406,8655167,363177444,42947367719
"1378",2019-12-10,"15098781930.0",42042310,159227,40400662,53211981803
"1379",2019-12-16,"13761698307.0",38765826,138432,34531665,47367143187
"1380",2019-12-18,"14171647941.0",39188917,125643,34739254,46565433737
"1381",2020-01-04,"9935992706.0",37587792,134707,44456102,45916025450
"1382",2020-01-07,"14622711818.0",46784373,182142,43339007,51888290656
"1383",2020-01-13,"14119953257.0",46466378,191435,44607797,51341428985
"1384",2020-01-14,"14683983134.0",46897907,193762,42185553,50340804818
"1385",2020-01-23,"15353172128.0",50599139,237275,53934036,56951460522
"1386",2020-03-15,"8767909046.0",34056670,119804,43925588,37193004275
"1387",2020-03-20,"10560408927.0",34020101,93052,35369070,34682139200
"1388",2020-03-22,"7743611009.0",30343530,109865,44314298,34965778929
"1389",2020-03-24,"10778062343.0",36098221,112860,44517190,39097832008
"1390",2020-03-27,"10459811425.0",36574420,115770,47402142,39842178442
"1391",2020-04-02,"10840379256.0",38744163,120558,46683379,40170481231
"1392",2020-04-03,"10444999037.0",38197827,111363,44059949,38426270938
"1393",2020-04-09,"10715525859.0",41917650,76455,28352932,31148294605
"1394",2020-04-10,"10279579247.0",41903180,73600,27597445,30082141488
"1395",2020-04-11,"8066998425.0",38260835,68543,28762278,27648891435
"1396",2020-04-15,"10885311336.0",43581387,84790,31187619,32496941068
"1397",2020-04-18,"8108617783.0",39588278,68613,28342406,27540180417
"1398",2020-04-23,"11059398530.0",47937477,74451,26802474,30942189907
"1399",2020-04-29,"11193960090.0",38900852,90371,29501812,31495155520
"1400",2020-04-30,"10866922261.0",37371293,95689,29549193,31898012844
"1401",2020-05-01,"7977504065.0",29496333,84647,32090859,28612344584
"1402",2020-05-10,"7386236070.0",27666787,190512,27780634,25757775042
"1403",2020-05-11,"11014067462.0",36442591,274347,27900540,31560688237
"1404",2020-05-15,"11409930334.0",37984223,281054,30969537,33429225376
"1405",2020-06-15,"11901686750.0",49404471,266093,26120259,30958542118
"1406",2020-06-16,"12754043770.0",53768697,263198,25643857,31730389982
"1407",2020-06-17,"12723781127.0",54313235,244211,27451807,31863539463
"1408",2020-06-21,"8021430469.0",46627723,198473,28150372,25999210844
"1409",2020-06-23,"13394626283.0",66979616,273246,25594085,32749619160
"1410",2020-06-30,"13390285021.0",73418984,316773,25753083,32788317252
"1411",2020-07-02,"13769410694.0",76118294,298434,26214790,33182372968
"1412",2020-07-13,"11165655314.0",84381259,252555,26494957,30653314146
"1413",2020-07-14,"10359245600.0",81308994,217402,27819800,28401419312
"1414",2020-07-15,"13148048935.0",86228599,287766,27015980,32698946844
"1415",2020-07-22,"13908009231.0",92700902,268173,28278015,34062977470
"1416",2020-07-23,"13948877074.0",94415147,271068,27339015,34203369517
"1417",2020-08-02,"8400252183.0",77056381,226133,29704442,27261512695
"1418",2020-08-15,"8944081715.0",63177219,217179,30148924,27640213768
"1419",2020-08-28,"12777257337.0",64328159,304026,30509734,32111059242
"1420",2020-09-14,"13352464874.0",61035871,408822,31832270,33146308179
"1421",2020-10-13,"13955580054.0",51585583,492572,54506216,41124462507
"1422",2020-10-28,"13616382514.0",51350785,414366,63540532,40811123351
"1423",2020-11-01,"8357546667.0",35156208,256347,61755378,31598656288
"1424",2020-11-05,"13778364031.0",49944292,456040,77183050,43422035738
"1425",2020-11-10,"13306122945.0",47092828,452531,61729504,38614212612
"1426",2020-11-11,"10395640144.0",37449486,336477,71480074,35403130512
"1427",2020-11-21,"9953817763.0",42870845,426702,98810581,42225110758
"1428",2020-11-22,"8879829924.0",39798669,384922,101804884,41515032132
"1429",2020-11-24,"14076286064.0",53491094,632948,96045635,47803247119
"1430",2020-11-29,"9107614397.0",39765590,430513,106347880,42559487012
"1431",2020-12-06,"9489233061.0",44195601,576361,125488554,47345960248
"1432",2020-12-28,"10634960904.0",49327462,746211,127195813,50003024776
"1433",2020-12-30,"10968469348.0",52339712,756332,132777321,51195717829
"1434",2021-01-19,"14619467194.0",2729973531,1029887,135145043,55650515364
"1435",2021-02-03,"13822060752.0",2272475233,821353,102614151,45287042962
"1436",2021-02-04,"13932017671.0",2378111788,923530,107609518,47060625710
"1437",2021-02-14,"10098310524.0",2177482277,988621,180131931,54857678730
"1438",2021-02-18,"13921405752.0",2380034106,980938,117501715,48224544835
"1439",2021-02-28,"9019714180.0",1668271790,635762,116537708,39876145073
"1440",2021-03-04,"13520486692.0",2203377270,827685,101962322,43967741794
"1441",2021-03-21,"9207290802.0",1784743633,753868,136840872,43233651688
"1442",2021-04-04,"8532175357.0",1484931080,1549323,94465673,33966263199
"1443",2021-05-02,"8329540312.0",1455554871,1181370,98069478,33502961513
"1444",2021-05-11,"12850876552.0",1945816655,1194941,70228416,35148280880
"1445",2021-05-22,"9426446514.0",1580803106,2089632,81268447,31801242967
"1446",2021-06-10,"13782115449.0",2090278642,1891004,58193340,33315894500
"1447",2021-06-26,"9899505733.0",1614185591,1868671,64952792,28615870123
"1448",2021-06-29,"13461269060.0",2013402388,1890021,60396965,33033044629
"1449",2021-07-01,"13593150526.0",2032284392,1914328,60523247,33256908868
"1450",2021-07-05,"13060048910.0",2028605079,1916822,61896602,32665692242
"1451",2021-07-11,"8973558268.0",1463555773,1867265,65327784,26997441886
"1452",2021-07-16,"12907120318.0",1940527933,1988687,61632518,32458307468
"1453",2021-07-29,"13039730191.0",2062468058,2130416,61750362,32800249357
"1454",2021-08-19,"11616186791.0",1892135155,2569345,62964571,30717648160
"1455",2021-08-25,"12978383728.0",2016311237,2652748,66278450,32444100134
"1456",2021-08-27,"12552630227.0",1984032727,2752690,65520619,32119248482
"1457",2021-09-06,"13457803149.0",2156681375,3096155,67538192,33329769424
"1458",2021-09-08,"14191989056.0",2176773144,3160974,69448234,34312464380
"1459",2021-09-09,"14088007657.0",2168020655,3298682,65139082,33997062048
"1460",2021-09-21,"13472739233.0",2041097503,3533427,67829545,33267521209
"1461",2021-10-05,"13510609199.0",2106986982,4089539,84744556,35812240021
"1462",2021-10-27,"13752049507.0",2202915901,4700574,119534254,39575246852
"1463",2021-11-08,"13620912015.0",2467223181,5116264,163100895,44909537479
"1464",2021-11-21,"9524139112.0",1885615512,5326990,199980039,42191393738
"1465",2021-11-22,"14007805649.0",2665430539,5568251,197250634,49516811489
"1466",2021-11-30,"15189161845.0",2950102293,6171575,240790836,56740574244
"1467",2021-12-07,"14955586199.0",2873116727,6366288,226673392,54454934922
"1468",2022-01-11,"14971717978.0",2995311035,6285026,248824229,55454514756
"1469",2022-01-24,"14438142381.0",3016663092,6063049,276589095,57269306415
"1470",2022-02-08,"14506617869.0",2756034739,5704741,216855548,50506674587
"1471",2022-02-09,"14396431761.0",2708536224,5656546,223229552,50229250285
"1472",2022-02-16,"14269943516.0",2612094252,5463202,210228016,48784458576
"1473",2022-02-21,"13637243395.0",2617712721,5325040,206853059,47791187612
"1474",2022-02-26,"10618367062.0",2251119490,5193905,233302419,45328780782
"1475",2022-03-06,"9628227043.0",2037207774,4826631,236857932,43223642927
"1476",2022-03-15,"14044329499.0",2510318619,4718594,175594782,44091771309
"1477",2022-03-20,"9244500814.0",1814210192,4366952,192976458,37709085725
"1478",2022-03-24,"13700981659.0",2375248732,4294162,154471964,40798367310
"1479",2022-03-26,"9846025684.0",1835266989,4118195,152727039,34618320906
"1480",2022-03-30,"13570411106.0",2298331229,4103800,152066485,39658519759
"1481",2022-04-09,"10183966952.0",2076506877,3945661,197545124,40121804514
"1482",2022-04-23,"9556022633.0",1714211636,3177978,130102009,31622437624
"1483",2022-05-11,"13509167198.0",2146763625,2735407,102674156,33204843048
"1484",2022-05-12,"13444710760.0",2169192331,2827672,96425367,33100836197
"1485",2022-05-13,"12951545702.0",2117073424,2832564,97658332,32566692189
"1486",2022-05-25,"12956773366.0",2074811457,2619980,103347178,32486733311
"1487",2022-06-16,"14592253458.0",2455620188,2664059,101946927,35516081021
"1488",2022-07-08,"13685915262.0",2260774673,2590069,101513636,33746314423
"1489",2022-07-12,"14689868992.0",2459974418,2646489,101539360,35558855634
"1490",2022-07-27,"13490890303.0",2284644738,2690493,102512984,33428723530
"1491",2022-08-05,"11884228294.0",2200880871,2889960,103798405,32083508785
"1492",2022-08-06,"9499749398.0",1903138996,2839880,106444938,28607145602
"1493",2022-08-28,"8998931995.0",1617945865,3050401,112222493,26953575228
"1494",2022-09-08,"13528637709.0",2170201019,3723220,101007701,32576111971
"1495",2022-09-10,"9756382929.0",1694913027,3624738,111047746,27860829182
"1496",2022-09-13,"13980194101.0",2245860061,3885780,101731760,33292885210
"1497",2022-09-28,"13173911758.0",2100572235,4203276,130784524,34244433407
"1498",2022-10-02,"8529829915.0",1477063002,4074376,135562756,27740816667
"1499",2022-10-08,"9434410139.0",1653810210,4351200,131946034,28894315413
"1500",2022-10-11,"13128281620.0",2117509341,4538008,120327489,33519200674
"1501",2022-10-14,"12694380117.0",2076660618,4797562,124362775,33384392544
"1502",2022-10-19,"13126887442.0",2063615714,4581781,122064790,32705487481
"1503",2022-11-10,"12946878372.0",2242657788,5321038,171254151,37462426291
"1504",2022-11-14,"12551170071.0",2276851463,5360188,186715974,38088528282
"1505",2022-11-17,"13206021575.0",2286283693,5541800,181808952,38716007780
"1506",2022-11-21,"13042207253.0",2493965329,5763125,240960036,43474514625
"1507",2022-11-27,"8987360160.0",1851209944,5558142,269601717,38583245338
"1508",2022-12-01,"14006443221.0",2707874438,6397655,286999852,48497385319
"1509",2022-12-08,"14291921248.0",2910514294,6827341,344451846,53294167978
"1510",2022-12-16,"13654729838.0",2927558834,7220280,378232165,55155220907
"1511",2023-01-14,"9813414330.0",4722984825,5211906,292723492,40828608776
"1512",2023-01-25,"14636930898.0",7037513394,5932413,430047757,57954408556
"1513",2023-03-01,"14087909178.0",6468418480,4795501,398978730,53326984278
"1514",2023-03-04,"10177530973.0",5180042569,4484473,368187200,45455979725
"1515",2023-03-12,"8706285240.0",3934839323,3630998,270042074,35375827069
"1516",2023-03-14,"13228132432.0",5473614583,4013542,239624104,41088600114
"1517",2023-03-30,"12839107122.0",4874396424,3319883,191896379,36305684903
"1518",2023-04-04,"13288414710.0",5480170260,3446854,255294276,41920902876
"1519",2023-04-09,"8352695853.0",3639523937,2734713,217553444,31283602858
"1520",2023-04-25,"12800726685.0",4834125478,2664016,199286357,36664935213
"1521",2023-05-21,"8000526479.0",3152725876,1809848,169175565,26232590692
"1522",2023-05-28,"8259588812.0",3255657305,1709600,149363066,25135708838
"1523",2023-06-01,"13049484700.0",4641621546,2013751,138015204,31613268343
"1524",2023-06-04,"8369586357.0",3311338716,1712631,154337760,25448746035
"1525",2023-06-06,"13003089963.0",4679366715,1963024,137042257,31496027044
"1526",2023-06-14,"13299506615.0",4755913530,1977409,146614004,32061206814
"1527",2023-06-19,"12680590667.0",4656454296,1981004,142225990,31277284364
"1528",2023-06-20,"13473600565.0",4816694807,2134996,139297474,32326095065
"1529",2023-06-21,"13503132809.0",4756800100,2077585,148611492,32487466695
"1530",2023-07-26,"12659603446.0",4543193196,2086747,145097573,31306667977
"1531",2023-07-28,"12195918430.0",4589677950,2256913,144463647,31245002767
"1532",2023-07-29,"9361795439.0",3948891502,2104784,152546346,27675305388
"1533",2023-09-26,"12911079631.0",4516808088,3329832,145223302,31464516076
"1534",2023-10-01,"8502034633.0",3249538114,3009932,167476927,25926092688
"1535",2023-10-04,"12819133566.0",4436530693,3429105,158087862,31558428051
"1536",2023-10-07,"9268755194.0",3664849656,3418074,166829419,27512111638
"1537",2023-10-17,"12927501465.0",4749662256,4231963,180160174,34277674658
"1538",2023-10-19,"12922895758.0",4641994579,4314968,166536920,33243228263
"1539",2023-10-23,"12153948150.0",4583715536,4306686,198517474,34448282591
"1540",2023-10-24,"12707229292.0",4628121343,4325119,191152623,34738181614
"1541",2023-10-26,"12741501624.0",4667497549,4486631,196160119,35249343549
"1542",2023-10-28,"9154625614.0",3866805918,4237968,221872478,31705508606
"1543",2023-11-03,"11843641998.0",4889373659,4842357,264159726,38687328765
"1544",2023-11-08,"13173373658.0",5305855548,5159489,294105628,41589344274
"1545",2023-11-12,"8544601608.0",3875055591,4764204,311605072,35623900466
"1546",2023-11-29,"13844167574.0",6157974260,6292892,406194778,49653229805
"1547",2023-12-11,"12772553353.0",5578665656,6399832,306085017,42718693802
"1548",2023-12-16,"10012017302.0",5045698876,6239340,394069763,43552080053
"1549",2023-12-22,"11249472511.0",5538145205,6628227,339366730,43488973555
"1550",2024-01-06,"9808234287.0",4951921846,5127901,430332020,43901246539
