"","Jour","Entreprises ","PME/PMI","Professionnels","Résidentiels","Total"
"389",2022-10-17,"12550720743.0",2066576626,4571778,117844262,32223809985
"390",2022-11-30,"13854266854.0",2604236377,6006880,280857349,46920421935
"391",2022-12-21,"12615370535.0",2381957285,6068485,259064773,43409023036
"392",2022-12-22,"12094156782.0",2311369755,6025935,240364858,41932096200
"393",2022-12-29,"9984334560.0",2135654795,5888433,254257054,39986126648
"394",2022-12-30,"9735301376.0",2127516638,5959096,261396684,40056744229
"395",2023-01-01,"7365003289.0",3533642560,5482732,231727597,32762531134
"396",2023-01-04,"13038998803.0",5567780519,5425166,267147692,43962457295
"397",2023-01-11,"13505856342.0",5700965171,5316215,281209535,45306019825
"398",2023-01-13,"12972536224.0",5665165200,5547551,270785474,44418942187
"399",2023-02-01,"13940748033.0",6231901613,5292400,347619406,50450957868
"400",2023-02-03,"13367605067.0",6070883304,5405120,321261328,48353501886
"401",2023-02-11,"10260436415.0",5330925916,4970382,379063161,47170726139
"402",2023-02-20,"12758680797.0",5455809659,4347167,272150438,42949932466
"403",2023-03-05,"9246766816.0",4600355077,4244957,365779475,43283976933
"404",2023-03-10,"12912826807.0",5621886324,4473833,280207285,43697441376
"405",2023-03-13,"12478838518.0",5117176717,3795435,222038330,38468265444
"406",2023-03-26,"8490541685.0",3751002519,3097804,253876107,33668646711
"407",2023-04-01,"9387669062.0",4185432960,3363391,237879699,34573879917
"408",2023-04-07,"12402869232.0",5067670774,3430917,230328120,38740913636
"409",2023-04-21,"12170974459.0",4725316586,2761211,203439692,35977321276
"410",2023-04-24,"12102441983.0",4686262140,2554729,200079305,35623078272
"411",2023-05-03,"12623919185.0",4425692417,2164896,162277455,32538352301
"412",2023-05-14,"8183571303.0",3224482350,1927091,181171335,27376924530
"413",2023-05-16,"12516688102.0",4598260063,2266108,165553701,33512050118
"414",2023-06-03,"9357029521.0",3808189676,1847729,151246775,27134631189
"415",2023-06-12,"12592312643.0",4644595982,1951645,141096129,31077761008
"416",2023-06-13,"13247005603.0",4791441165,2056423,137158806,31892475351
"417",2023-06-26,"12804507724.0",4777335244,2008687,146514070,31846661946
"418",2023-07-05,"13219370028.0",4678618976,2064358,149463494,32258508099
"419",2023-07-14,"10200555097.0",4072773797,2048228,149760169,28655613109
"420",2023-07-21,"12849190327.0",4822546901,2232955,146198924,32328382883
"421",2023-07-23,"8886551457.0",3639973419,2000885,157352487,26978824484
"422",2023-08-06,"7704403476.0",3225202685,2002564,149709577,24763985518
"423",2023-08-16,"10791730673.0",4358169659,2274416,146661096,29271758094
"424",2023-08-17,"11349303353.0",4506230704,2317210,144630756,30173990337
"425",2023-09-13,"13297705919.0",4629865804,2999403,153884937,32126684536
"426",2023-09-24,"8256112267.0",3160398142,2856634,171054046,25861124686
"427",2023-09-27,"12997965116.0",4470885485,3265142,156867929,31711349279
"428",2023-09-28,"13040997261.0",4591127649,3453320,145644228,31672614387
"429",2023-10-15,"8146208965.0",3173416486,3474985,183384811,26543353535
"430",2023-10-16,"12104511422.0",4557990037,4017144,178822141,32908464896
"431",2023-11-06,"12353293949.0",5124128375,5099934,264403248,39260100781
"432",2023-11-09,"13208749934.0",5447154097,5489274,280715219,41687951089
"433",2023-11-15,"12977599379.0",5088445495,5152499,260799864,38971592285
"434",2023-11-21,"13167686536.0",5407742998,5733296,270635432,40862691703
"435",2023-12-05,"13913220684.0",6339273526,6962722,393932555,50280997992
"436",2023-12-07,"14100308031.0",6595201926,7240014,426603277,52617254491
"437",2023-12-24,"7915414657.0",4087535937,5761801,340011504,37713952860
"438",2023-12-30,"8417141314.0",4479559584,5707669,362231134,38551476547
"439",2024-01-01,"7907036509.0",4138399023,5093461,386729731,39097688218
"440",2024-01-19,"14034833578.0",6947788425,6671910,537770847,57188275192
"441",2024-02-06,"13621117421.0",5925950621,5513724,371041909,46345850404
"442",2024-02-13,"13586058160.0",5852879062,5223643,372237758,46019037946
"443",2024-02-14,"13285150228.0",5427227225,4792351,339864892,42839255524
"444",2024-02-23,"12903324710.0",5647455962,5265593,379371260,45471018305
"445",2024-02-26,"12795808486.0",5650237609,4900381,381126568,45328256381
"446",2024-03-21,"12721051535.0",4774503672,3730966,225273386,35055545518
"447",2024-04-04,"12941981052.0",4953149288,3932964,242675604,36980989354
"448",2024-04-12,"12175000030.0",4511018710,3317719,206638110,33142044863
"449",2024-04-13,"9159604713.0",3686188752,2810086,202874987,28130658909
"450",2024-04-14,"8251037596.0",3209770230,2563698,203978944,26320620809
"451",2024-04-22,"12367656184.0",5122344346,3579532,305534485,39811733032
"452",2024-04-28,"8372876117.0",3539591356,3101770,280555719,31630090734
"453",2024-05-12,"7956251192.0",3136726361,2362535,196213175,25387996000
"454",2024-05-25,"9047826983.0",3591711677,2605884,195180728,27449287707
"455",2024-05-26,"8136059700.0",3126528226,2374298,197411860,25738033501
"456",2024-05-30,"12569926581.0",4496726004,3045388,178979373,31955883591
"457",2024-06-01,"9017309777.0",3653911529,2967505,200283612,28196610586
"458",2024-07-14,"8517615736.0",3392283452,2822738,177108884,25830212824
"459",2024-07-23,"13099299078.0",4746274949,3171976,165287477,32208096704
"460",2024-07-26,"12611376132.0",4783715140,3492454,171286185,32106323946
"461",2024-07-28,"8904778451.0",3657322508,2983470,183242396,26982349505
"462",2024-08-03,"9368541035.0",4145486584,3385682,177182585,28056873399
"463",2024-08-14,"10966780004.0",4489990364,3618730,169546364,29732415547
"464",2024-09-09,"12094126488.0",4415831871,4436846,169143184,30757251792
"465",2024-09-14,"9071039093.0",3681276693,4182102,197555160,28298976047
"466",2024-09-16,"11992529391.0",4405745329,4464126,180960260,31517317199
"467",2024-09-20,"12267755631.0",4434666304,4776599,167173790,30991297160
"468",2024-09-22,"8356672617.0",3193819772,4093599,192642938,26154679511
"469",2024-09-23,"12047365998.0",4393063179,4660117,171557451,30872704051
"470",2024-10-12,"9279105010.0",3908947079,5757468,237019240,31398620066
"471",2024-10-16,"12941376877.0",4552767292,5611002,194168019,33320307323
"472",2024-10-24,"12705823900.0",4619901910,5909544,215428229,34537848979
"473",2024-10-27,"8327274582.0",3284035527,5168161,243595491,28495018949
"474",2024-11-06,"13001711397.0",4960461417,6802657,283980615,37446422014
"475",2024-11-20,"13578871228.0",5775872668,8734572,399241624,45238404752
"476",2019-11-25,"13922970711.0",34895857,113774,30794304,46545633727
"477",2019-12-01,"9572493528.0",30433115,110957,38491829,44216816219
"478",2019-12-04,"15345316800.0",43346326,168381,45362875,56328404540
"479",2019-12-05,"15135524007.0",43426616,164070,45640755,56867114077
"480",2019-12-11,"15092450918.0",42213722,160196,42247841,53555091052
"481",2019-12-13,"14255325171.0",40799023,152803,39692141,51331067892
"482",2019-12-23,"11365571336.0",37511009,115308,36222058,45125964598
"483",2019-12-28,"9121841383.0",33358732,100265,39145114,42985483941
"484",2020-01-06,"13861188178.0",46243292,184227,47203078,53279886479
"485",2020-01-22,"15370506231.0",50598256,226979,56149918,57428527696
"486",2020-01-29,"14840221030.0",47764824,189152,47786757,51443818147
"487",2020-02-09,"9280368481.0",36061676,154544,46722938,41970587737
"488",2020-02-12,"14723246059.0",47874696,185694,46954061,49635823654
"489",2020-02-27,"14723199721.0",50411591,212757,50857412,51056239886
"490",2020-03-01,"9219422424.0",36098917,160877,50239381,42050834829
"491",2020-03-06,"13999362298.0",48782101,216335,50934785,49690921933
"492",2020-03-08,"9226689176.0",36903566,151724,50677960,41735525271
"493",2020-03-10,"14393892125.0",48538304,219262,44815306,47088411213
"494",2020-03-29,"7710255665.0",30511498,113875,48867440,36846478469
"495",2020-04-04,"8222548403.0",34513527,94583,42047649,34226024508
"496",2020-04-16,"10881078487.0",46039975,76236,27838703,31263753951
"497",2020-04-24,"10585871212.0",47239821,72935,26540788,30011230066
"498",2020-04-26,"7358411021.0",36611858,67937,28130044,26413828295
"499",2020-05-21,"9477701855.0",40891804,175505,25929534,26968242777
"500",2020-05-26,"12325614935.0",53053761,221924,24468193,30839003845
"501",2020-06-06,"8771542271.0",41646516,207514,27560264,27271075068
"502",2020-06-10,"12597783640.0",52009267,249213,28074137,32224638337
"503",2020-06-24,"13692292967.0",72016587,243414,27289690,33411594949
"504",2020-07-11,"9896284650.0",79853598,218349,28119377,29007667840
"505",2020-07-18,"9992110097.0",81161781,211619,28407529,29274849736
"506",2020-08-18,"11991740194.0",67987134,255804,28256336,30929069237
"507",2020-09-08,"13616459402.0",64788368,442312,30194787,33043083238
"508",2020-09-12,"9726527666.0",55983843,340342,33847020,28795040972
"509",2020-09-15,"14259274733.0",63957162,447326,30947345,34136060359
"510",2020-10-15,"14065228390.0",53626791,484542,60572278,42972560312
"511",2020-10-22,"13613028827.0",49472326,497467,45959694,37253353725
"512",2020-11-06,"13242272090.0",48049388,450521,75582389,42131511399
"513",2020-11-07,"9600367865.0",38484315,307198,74029442,36215135076
"514",2020-11-13,"12839049895.0",46811514,500453,67378714,39102748581
"515",2020-11-16,"12803997781.0",46489117,498556,69620827,39727988288
"516",2020-12-03,"14450872945.0",56944185,708377,109867747,51225586069
"517",2020-12-13,"9306975942.0",43165612,586367,117202145,44709547707
"518",2020-12-15,"13941655894.0",54045223,741799,96497723,47431126996
"519",2021-01-09,"11023387226.0",2377484995,872122,166227232,56989041127
"520",2021-01-22,"13714512463.0",2446938959,967821,118550619,50570805378
"521",2021-01-23,"10567997091.0",2107275253,809466,135412556,48796198821
"522",2021-01-30,"10184179730.0",1902078067,753507,114523493,43263179755
"523",2021-01-31,"9269181152.0",1748126743,743161,117201146,42314000005
"524",2021-03-01,"12992174731.0",2250642418,768480,107894253,44499685206
"525",2021-03-05,"13195506432.0",2251988287,845171,113676989,45754983592
"526",2021-03-07,"9141227957.0",1741078141,754425,130767912,42470584927
"527",2021-03-19,"13445316083.0",2411382828,946607,127151213,48392245501
"528",2021-04-17,"9747117736.0",1746376560,1478479,117506412,39618355106
"529",2021-04-24,"9418328951.0",1513419535,1246917,77621782,30978187469
"530",2021-05-03,"12468257071.0",2039840284,1274575,87799268,38040884766
"531",2021-05-19,"13155550682.0",2015227626,1106897,80426992,36841428742
"532",2021-05-26,"13190154861.0",2005640775,2022034,80216764,36527283783
"533",2021-06-03,"13524809649.0",1983104730,1944265,58316482,32811597639
"534",2021-06-12,"10171441345.0",1683774875,1845120,63103378,29020333132
"535",2021-06-15,"14288771500.0",2219142014,1859845,59690891,34584833203
"536",2021-06-24,"13470177667.0",2021471247,1859253,60087345,33013646020
"537",2021-07-07,"13632753788.0",2027362654,1926132,63869642,33325330016
"538",2021-07-13,"13333707323.0",1985408480,1979076,60403131,32954688101
"539",2021-07-14,"10129342943.0",1536498326,1963910,66366714,28621861594
"540",2021-07-24,"10279655612.0",1777481804,2126293,65110960,29548234139
"541",2021-08-08,"7933761696.0",1397285467,2203496,65573625,25470000319
"542",2021-08-28,"9632586889.0",1669917336,2724134,69313502,28418161815
"543",2021-09-01,"13559033068.0",2070126007,2940160,69924254,33526310012
"544",2021-09-03,"13245449006.0",2064890547,3077110,65946932,33035244668
"545",2021-09-10,"13409005191.0",2076484970,3333876,65496517,33082516194
"546",2021-09-19,"8736693212.0",1401124291,3394312,75693290,26954686595
"547",2021-09-29,"13458106616.0",2018849557,3729830,77135605,33823030247
"548",2021-10-02,"9807955687.0",1623945255,3925685,87151952,30414874299
"549",2021-10-04,"12789134843.0",2044171177,3962779,84527489,34432071976
"550",2021-10-07,"13634310639.0",2144009310,4179556,91006110,36598232245
"551",2021-10-11,"12981098670.0",2127768681,4194947,98463250,36384788979
"552",2021-10-13,"13733778093.0",2182227947,4268147,108652360,38209598008
"553",2021-10-19,"13815595670.0",2159346966,4460136,95219291,36851972437
"554",2021-11-01,"9469888170.0",1681928765,4656260,126648176,33962290979
"555",2021-11-03,"13900370157.0",2315029832,4950457,145295443,42835008169
"556",2021-11-18,"14399382018.0",2570333523,5603878,173215024,47112393699
"557",2021-11-27,"11058350269.0",2324256757,5883731,237053796,49479325942
"558",2021-12-16,"14655868566.0",2815952465,6481482,223137170,53365349543
"559",2021-12-21,"14234300913.0",2901892430,6477249,265836116,57622470868
"560",2021-12-25,"8298583913.0",1745536795,6676827,199191979,40390963415
"561",2021-12-29,"10691438038.0",2137094488,6057135,175190057,41596703637
"562",2022-02-01,"14811040259.0",2933210415,6064104,247957708,54846503775
"563",2022-02-24,"14199205525.0",2597337334,5345462,198173919,47389945695
"564",2022-03-08,"14388567870.0",2802902018,5127143,232205301,50727327086
"565",2022-03-19,"10171469020.0",1994676415,4508753,188692056,39240262191
"566",2022-03-23,"13765395435.0",2367899792,4235823,165589915,41311966085
"567",2022-03-27,"8909475600.0",1620510803,3907651,149575673,32367951016
"568",2022-03-28,"12871328317.0",2234072070,3944675,133318896,37208153072
"569",2022-04-01,"13827486652.0",2740780307,4768746,227771211,49531045933
"570",2022-04-03,"9686330049.0",2111597806,4230194,259399694,45383162696
"571",2022-04-16,"9580147436.0",1704899669,3394548,116039155,30259850600
"572",2022-05-05,"13313358072.0",2157012961,3045484,108393011,34682273011
"573",2022-05-08,"8574699372.0",1505110199,2740773,115382868,27574452642
"574",2022-05-26,"9948317862.0",1660744078,2483642,104086623,28333813746
"575",2022-05-30,"12555660446.0",2099367725,2509495,102611433,32260149484
"576",2022-06-05,"8844589219.0",1539474704,2497313,104660535,26644511953
"577",2022-06-20,"13546018935.0",2307744347,2479459,102317206,33853199712
"578",2022-06-22,"14134151892.0",2275406610,2515960,104560226,34217977940
"579",2022-06-23,"14133503775.0",2280552232,2570558,98161853,34032241628
"580",2022-06-24,"13330545958.0",2161967868,2651594,97988087,32877856414
"581",2022-06-25,"9988315293.0",1735777737,2563187,105611601,28539639849
"582",2022-07-16,"10481020957.0",2009237013,2679814,106187426,30233883189
"583",2022-07-20,"14460418939.0",2434014489,2763747,108005121,35678526852
"584",2022-07-25,"13378583819.0",2328033721,2609110,104390146,33848504048
"585",2022-08-03,"12763542631.0",2353748689,2892550,108150329,33584298698
"586",2022-08-07,"8655767667.0",1696063135,2708085,106168183,26891884590
"587",2022-08-17,"11465798486.0",1988130472,2975506,99395662,29933597181
"588",2022-09-01,"13787937066.0",2227654212,3549092,104192738,33361271028
"589",2022-09-11,"8819575310.0",1514770237,3502466,114642899,26355584884
"590",2022-09-25,"8469178966.0",1451006503,3856000,127442210,26932546358
"591",2022-09-27,"13193930939.0",2129014007,4305888,120360805,34058669853
"592",2022-09-30,"12590890699.0",2091039121,4467158,131191141,34273811191
"593",2022-10-01,"9496988273.0",1687183622,4228559,138686472,30098354531
"594",2022-10-20,"13118257705.0",2095373293,4789507,113612053,32675585146
"595",2022-10-25,"12912515660.0",2023648244,4690495,117578914,32640858284
"596",2022-10-26,"12921075605.0",2008078185,4670569,121477891,32372547174
"597",2022-10-30,"8212437497.0",1411663042,4546053,124634926,26014008590
"598",2022-11-09,"13136890529.0",2177051180,5119509,169351490,36795751551
"599",2022-11-22,"13697856312.0",2545261057,5878034,242427461,44652495903
"600",2022-12-03,"10298747207.0",2277057422,6368097,336286137,46159223316
"601",2022-12-04,"9429553346.0",2089008807,6115665,342831620,44851452679
"602",2022-12-06,"14274094788.0",2873826736,6634047,326141993,52096037802
"603",2022-12-09,"13665056235.0",2838496710,7006360,348738754,52777799009
"604",2022-12-25,"7450076787.0",1554039338,5999840,229056026,33348436996
"605",2022-12-28,"10122544783.0",2195687552,5920312,272555355,41213518951
"606",2023-01-09,"12967195339.0",5855613469,5505388,284092941,45663055433
"607",2023-01-18,"14287412333.0",6633310123,5760460,387113380,54232480775
"608",2023-01-26,"14619939434.0",7082921947,5966694,408776563,57375857763
"609",2023-02-04,"10064105157.0",4976365088,4984726,327636645,43239664402
"610",2023-02-13,"13237668049.0",6069889614,4793987,338619985,48991514933
"611",2023-02-27,"13535176759.0",6461231023,4832799,389109523,52961314885
"612",2023-03-11,"9772083127.0",4728429806,4114568,300548609,39702917484
"613",2023-03-19,"8522731134.0",3748924953,3341686,250930091,33478597897
"614",2023-03-28,"13126274794.0",5496217548,3639801,260790143,41928136316
"615",2023-03-31,"12323004989.0",4898998201,3519667,204654150,36766533285
"616",2023-04-11,"12304876770.0",4920433553,3166538,202477900,36635688978
"617",2023-04-28,"12093818417.0",4390769445,2494701,163570374,32636722969
"618",2023-05-10,"12665462116.0",4500939651,2192817,164657216,32857676200
"619",2023-05-24,"12586766077.0",4380097472,1961985,157159989,31729234370
"620",2023-05-26,"12251682367.0",4408433225,2083498,144614736,31012469268
"621",2023-06-11,"8667871204.0",3425989771,1729653,156013504,25961915375
"622",2023-06-24,"9830966394.0",4008619075,1992899,152582647,27930070844
"623",2023-07-07,"13272665367.0",4942547247,2251006,146018278,32799251813
"624",2023-07-15,"9616163295.0",4144008526,2071288,149769249,28243186277
"625",2023-08-09,"10781932791.0",4265525665,2174986,143153939,28854062942
"626",2023-08-12,"9005869354.0",3970079489,2253260,148421150,27026826442
"627",2023-08-14,"9827260688.0",4110841141,2195333,143493419,27860744837
"628",2023-08-21,"12157493002.0",4780825305,2388514,159796121,32193326364
"629",2023-08-26,"9337218349.0",3855110446,2415091,158310532,27600006931
"630",2023-08-29,"12533897731.0",4319711431,2463309,143265961,30797017963
"631",2023-09-05,"13724878203.0",4932209975,2889016,147896230,33146915527
"632",2023-09-08,"13500427029.0",4993100854,3147622,150720664,33145927598
"633",2023-09-17,"8844085266.0",3405038840,2820222,166686466,26512957486
"634",2023-09-25,"12181608968.0",4372266684,3226218,151331043,30719882719
"635",2023-10-05,"12845565341.0",4537307386,3649232,149475259,31696206849
"636",2023-10-10,"12957426417.0",4543791667,3677808,146210667,31575472202
"637",2023-10-11,"12951550852.0",4456750091,3583645,158235728,31689897609
"638",2023-10-21,"9127122352.0",3722105408,3971104,194022592,29573433279
"639",2023-11-02,"11492133353.0",4681005856,4647703,235161676,36491305978
"640",2023-11-05,"8293252470.0",3614946993,4353435,282542391,33577742164
"641",2023-11-07,"13075239466.0",5336274358,5291289,270429599,40728221901
"642",2023-11-10,"12637757856.0",5396176119,5589268,294874549,41785914000
"643",2023-11-16,"13174671988.0",5436571899,5639829,269978888,40896735602
"644",2023-11-19,"8477296990.0",3692732243,4677505,281271813,33570684677
"645",2023-11-24,"12785735387.0",5546185296,6005819,314650681,43177967006
"646",2023-11-25,"9936973465.0",4886388120,5623472,376880144,42281350485
"647",2023-12-01,"13217174681.0",6160490645,7027502,393057894,48702178590
"648",2023-12-06,"13974827292.0",6318412078,6776066,421611979,50971348812
"649",2023-12-27,"9910525087.0",5108776243,5990454,358694285,42217826569
"650",2024-01-07,"9268277248.0",4723798570,5149855,487307262,45927840942
"651",2024-01-24,"13463548431.0",5608313814,5176475,360982413,44641498937
"652",2024-01-25,"13415797786.0",5653019613,5353131,331468989,43454551476
"653",2024-01-26,"12892503392.0",5570981178,5399706,339446779,43231319918
"654",2024-01-27,"9993208520.0",4934028044,4951961,410157085,42435462476
"655",2024-01-28,"9148763162.0",4452427104,4648401,430327733,41823503234
"656",2024-01-29,"12953644810.0",5744671334,5197802,370189514,44940179626
"657",2024-02-02,"13032620684.0",5738505980,5542034,367166257,44922746815
"658",2024-02-11,"8945231305.0",4193954674,4375999,383446046,38868666334
"659",2024-02-15,"13134122980.0",5272333184,4821548,299640566,40840845008
"660",2024-02-28,"13434519374.0",5729642585,4882588,397684723,46309669997
"661",2024-02-29,"13267485642.0",5587664608,4813241,358291889,44617316306
"662",2024-03-03,"9006182043.0",4313636354,4447779,413444094,40596249608
"663",2024-03-27,"13085724264.0",5368905595,4200432,334122795,42027517755
"664",2024-04-16,"12672915554.0",4764987373,3444401,222671252,35277985131
"665",2024-05-01,"8405693639.0",3419381934,2932654,249861198,29625236712
"666",2024-05-10,"9506355239.0",3883184464,2673175,184126850,28193169946
"667",2024-06-07,"12181249496.0",4421409004,2975467,166212894,30727614415
"668",2024-06-12,"12527472217.0",4374281611,2754598,180649531,31504787293
"669",2024-06-13,"12579197925.0",4471941809,2912890,169527915,31503911021
"670",2024-06-19,"12928822709.0",4520284841,2962534,177715456,31875979311
"671",2024-06-30,"8529213531.0",3353807845,2754783,181605513,25881576134
"672",2024-07-01,"12240736662.0",4440991013,3062530,166980570,30637731898
"673",2024-07-02,"12844684683.0",4544381263,3290750,162545885,31379102905
"674",2024-07-24,"13125099012.0",4781069984,3118372,172777980,32351179748
"675",2024-08-08,"11361618627.0",4681647722,3461179,168075473,30553211697
"676",2024-08-12,"11343456150.0",4797867041,3432337,177836763,31180465487
"677",2024-08-19,"10616158008.0",4102514488,3140375,161008013,28331587168
"678",2024-08-22,"11580617732.0",4319481908,3464008,161816693,29805021670
"679",2024-08-23,"11576039747.0",4360454762,3701465,165571035,30099666452
"680",2024-09-11,"12593317076.0",4404890993,4372479,181185337,31729638288
"681",2024-09-12,"12541813050.0",4519541968,4599953,174098728,31921858339
"682",2024-09-13,"12082559225.0",4468228879,4744152,180996685,31881115927
"683",2024-10-01,"12737757303.0",4619870509,5573410,189127617,33528013195
"684",2024-10-04,"12234515267.0",4695000586,5979748,211039545,34418076646
"685",2024-10-06,"8348994531.0",3366895008,4933814,236982432,29458016890
"686",2024-10-22,"12715029755.0",4565338319,5794638,202918069,33739069758
"687",2024-10-28,"11990070261.0",4449577089,5701167,231813259,33708551940
"688",2024-11-05,"13030888904.0",5101799152,7145410,272061367,37619919668
"689",2024-11-08,"12574464976.0",5091159532,7568664,287845712,37879542198
"690",2024-11-09,"9473975433.0",4133649279,6757213,303917588,33848319360
"691",2024-11-11,"9084001312.0",3954336885,6214528,317764150,33965993731
"692",2024-11-18,"12820584043.0",5558578148,8377014,363147668,42858453123
"693",2024-11-22,"13320153646.0",6280872288,10128795,476533897,50232294545
"694",2019-11-27,"14423598753.0",35147737,107756,29975223,45322121159
"695",2019-11-30,"10576343236.0",31686592,98019,35828344,44258394078
"696",2019-12-22,"8931649381.0",30658242,91299,36933209,40963339169
"697",2020-01-11,"10525868825.0",38977832,151464,45867804,46478519566
"698",2020-02-11,"14601772946.0",46791521,202934,42720112,48217512766
"699",2020-02-13,"14746282320.0",48828806,211729,46643205,50218846670
"700",2020-02-15,"10292177342.0",38275750,155294,43976942,42065624211
"701",2020-02-23,"9134526344.0",34713493,135711,43378660,39251320868
"702",2020-02-25,"14320200606.0",46367544,191240,40730693,45690167340
"703",2020-02-29,"10247747807.0",38494869,169970,48794946,43069812832
"704",2020-03-21,"8396171997.0",31464806,106990,41545514,34475047057
"705",2020-04-06,"10083499108.0",36379704,93903,33732410,33287646586
"706",2020-04-13,"7929793630.0",34252417,71071,28509536,27352123213
"707",2020-04-19,"7331222878.0",35055882,75625,29107158,27078406666
"708",2020-05-20,"11869101648.0",46131836,209371,26391009,30653388680
"709",2020-05-28,"12310776550.0",56518760,215571,24559457,30928750034
"710",2020-06-03,"12744459742.0",58654292,218329,25170701,31334054342
"711",2020-06-08,"11669554255.0",48813310,290159,26218642,30970263139
"712",2020-06-12,"12038172036.0",49741322,296023,26920220,31710891873
"713",2020-06-18,"12714668943.0",55293095,283091,26028472,31849459784
"714",2020-06-19,"12202280729.0",55000988,278823,26318353,31335969865
"715",2020-06-20,"9084268946.0",50022299,212386,27968192,27639436345
"716",2020-07-12,"8700497659.0",75357645,214398,27812008,27052277303
"717",2020-07-20,"13188208994.0",88607977,272396,27266090,33116250264
"718",2020-07-28,"13514865647.0",93108527,282754,27690765,33812302241
"719",2020-08-03,"11202438273.0",84653289,265250,27555074,30485021973
"720",2020-08-06,"12126860924.0",93223888,262780,27473431,31969516365
"721",2020-08-07,"12019255372.0",92751989,272274,28787473,32384877878
"722",2020-08-11,"12190647866.0",88438595,278580,29354778,32861592257
"723",2020-08-14,"11346190739.0",69493891,266195,28722747,30657898066
"724",2020-08-21,"12316442829.0",72701091,266286,30031622,32077045763
"725",2020-08-23,"8255923649.0",56984151,224151,31201205,26281764607
"726",2020-08-29,"9246751269.0",54481337,254462,32342592,27931744659
"727",2020-09-27,"8295489195.0",40871293,269708,47640471,30667340539
"728",2020-10-01,"13607484646.0",50257580,467815,39361725,35950882867
"729",2020-10-06,"13813080101.0",49936562,553456,47494252,38786815124
"730",2020-10-14,"13941356254.0",52138037,435889,60268482,41895611465
"731",2020-10-20,"13860045073.0",51890942,554566,55111846,40537283380
"732",2020-11-02,"12597871479.0",44382358,397595,53970764,35856943163
"733",2020-11-03,"13525489395.0",47489801,426718,62401553,39366004587
"734",2020-11-17,"13597519521.0",49650987,507773,71273587,41107659966
"735",2020-11-19,"13628399621.0",49708722,530117,75139785,41941246403
"736",2020-12-02,"14486158455.0",56681238,616736,114232219,51681667609
"737",2020-12-25,"8695239245.0",42477693,595457,118581286,44151197246
"738",2021-02-01,"13390298996.0",2395065055,956185,108162002,47253095321
"739",2021-02-23,"13406277464.0",2096737508,702508,89864810,41454458781
"740",2021-02-26,"12879436915.0",2078378789,693760,96084586,42081611194
"741",2021-03-11,"13702439285.0",2286187180,901352,108038799,44830979216
"742",2021-03-16,"13906169526.0",2396302862,953843,113889414,46662627567
"743",2021-04-01,"13073163970.0",1931341218,1653584,65339037,34978147361
"744",2021-05-06,"13297931216.0",2100065343,1331484,89603409,39574607760
"745",2021-05-07,"12626868154.0",1974151178,1276833,85502158,37605587945
"746",2021-05-20,"13163813769.0",2033785276,1169363,75652119,36459705093
"747",2021-05-29,"9513596403.0",1496140659,1924381,67727441,28716148548
"748",2021-05-31,"12516525371.0",1899770411,1929414,61156577,31848447460
"749",2021-06-07,"12681627167.0",1928868287,1816524,60225265,31890617174
"750",2021-06-14,"13436092927.0",2139831890,1791881,60113608,33355343918
"751",2021-06-19,"10322289410.0",1700572473,1896061,64643471,29482638572
"752",2021-06-27,"8861589637.0",1419318166,1809028,66799104,27099769908
"753",2021-07-17,"9970162612.0",1650250702,1991150,64678721,28716729115
"754",2021-07-19,"13412780207.0",2109725226,1990144,63014127,33390609011
"755",2021-08-11,"11281771625.0",1927913709,2308233,64904520,30523117199
"756",2021-08-12,"11514951078.0",1984163609,2334256,63400201,31058468733
"757",2021-08-14,"9592517829.0",1819228943,2416101,67934160,28974782553
"758",2021-08-18,"11511074987.0",1887250354,2529101,64860755,30561465829
"759",2021-08-21,"9508752983.0",1707414751,2616189,67339224,28245740142
"760",2021-08-31,"13483888435.0",2058378810,2789389,66393766,33357894263
"761",2021-09-05,"9144022304.0",1507712424,2964785,72762551,27425960023
"762",2021-09-18,"9858477351.0",1616622106,3452635,72450037,28567263608
"763",2021-09-22,"13471808209.0",2014571354,3512839,73357758,33415061565
"764",2021-09-23,"13542496024.0",2059249624,3609196,68902845,33467980926
"765",2021-09-27,"12861649047.0",2009958777,3692257,70742397,32584795948
"766",2021-10-06,"13553371117.0",2094271652,4043895,94312092,36355033292
"767",2021-10-18,"13160547471.0",2208587621,4461480,110202124,37960335316
"768",2021-10-20,"13784083345.0",2105453006,4415347,97394842,36498632616
"769",2021-10-26,"13739573830.0",2205201435,4692401,114993421,39462548275
"770",2021-10-28,"13712671276.0",2208604693,4759666,116571348,39622593721
"771",2021-11-13,"9992667111.0",1923590230,5261559,162242272,39390070589
"772",2021-11-20,"10502221596.0",2071776830,5423564,191816795,43237652433
"773",2021-12-03,"14654004479.0",2896257240,6370064,242540632,56005313014
"774",2021-12-12,"10002162009.0",2095173629,6118655,230403134,46359506033
"775",2021-12-26,"8553930721.0",1839726137,6093740,195064771,40320260575
"776",2021-12-27,"10630732192.0",2228853541,6078817,191268578,43868187028
"777",2022-01-07,"14245557519.0",2886677548,6522196,254023464,55237180732
"778",2022-01-18,"15002758080.0",3029948623,6361579,269734517,57522447648
"779",2022-01-19,"14955812516.0",2965768449,6186929,274437233,57135042972
"780",2022-01-27,"15089235534.0",3093872266,6221099,286749566,59329231756
"781",2022-01-28,"14454477153.0",2934017179,6169944,270028116,56793659768
